timestamp,sensorPosition,data_type_name,unit_type,units,value,latitude,longitude,configuration_checksum
2026-03-09T00:05:30.000Z,1,bm_soft_temperature_mean_13bits,temperature,°C,2.62,43.4374667,-70.3493167,0x429b27d9
2026-03-09T00:05:30.000Z,2,aanderaa_abs_speed_mean_15bits,speed,cm/s,2.0100000000000002,43.4374667,-70.3493167,0x429b27d9
2026-03-09T00:05:30.000Z,2,aanderaa_abs_speed_std_15bits,speed,cm/s,0.87,43.4374667,-70.3493167,0x429b27d9
2026-03-09T00:05:30.000Z,2,aanderaa_abs_tilt_mean_8bits,tilt,rad,0.18,43.4374667,-70.3493167,0x429b27d9
2026-03-09T00:05:30.000Z,2,aanderaa_direction_circ_mean_13bits,direction,rad,2.177,43.4374667,-70.3493167,0x429b27d9
2026-03-09T00:05:30.000Z,2,aanderaa_direction_circ_std_13bits,direction,rad,0.712,43.4374667,-70.3493167,0x429b27d9
2026-03-09T00:05:30.000Z,2,aanderaa_reading_count_10bits,reading_count,count,5.0,43.4374667,-70.3493167,0x429b27d9
2026-03-09T00:05:30.000Z,2,aanderaa_std_tilt_mean_8bits,tilt,rad,0.08,43.4374667,-70.3493167,0x429b27d9
2026-03-09T00:05:30.000Z,2,aanderaa_temperature_mean_13bits,temperature,°C,2.38,43.4374667,-70.3493167,0x429b27d9
2026-03-09T00:35:30.000Z,2,aanderaa_abs_tilt_mean_8bits,tilt,rad,0.17,43.4374667,-70.3493167,0x429b27d9
2026-03-09T00:35:30.000Z,1,bm_soft_temperature_mean_13bits,temperature,°C,2.7199999999999998,43.4374667,-70.3493167,0x429b27d9
2026-03-09T00:35:30.000Z,2,aanderaa_abs_speed_mean_15bits,speed,cm/s,4.95,43.4374667,-70.3493167,0x429b27d9
2026-03-09T00:35:30.000Z,2,aanderaa_abs_speed_std_15bits,speed,cm/s,0.8,43.4374667,-70.3493167,0x429b27d9
2026-03-09T00:35:30.000Z,2,aanderaa_std_tilt_mean_8bits,tilt,rad,0.08,43.4374667,-70.3493167,0x429b27d9
2026-03-09T00:35:30.000Z,2,aanderaa_direction_circ_mean_13bits,direction,rad,2.4090000000000003,43.4374667,-70.3493167,0x429b27d9
2026-03-09T00:35:30.000Z,2,aanderaa_direction_circ_std_13bits,direction,rad,0.139,43.4374667,-70.3493167,0x429b27d9
2026-03-09T00:35:30.000Z,2,aanderaa_temperature_mean_13bits,temperature,°C,2.4000000000000004,43.4374667,-70.3493167,0x429b27d9
2026-03-09T00:35:30.000Z,2,aanderaa_reading_count_10bits,reading_count,count,5.0,43.4374667,-70.3493167,0x429b27d9
2026-03-09T01:05:30.000Z,2,aanderaa_abs_speed_std_15bits,speed,cm/s,1.41,43.4374667,-70.3493167,0x429b27d9
2026-03-09T01:05:30.000Z,2,aanderaa_abs_tilt_mean_8bits,tilt,rad,0.19,43.4374667,-70.3493167,0x429b27d9
2026-03-09T01:05:30.000Z,1,bm_soft_temperature_mean_13bits,temperature,°C,2.7199999999999998,43.4374667,-70.3493167,0x429b27d9
2026-03-09T01:05:30.000Z,2,aanderaa_direction_circ_mean_13bits,direction,rad,2.311,43.4374667,-70.3493167,0x429b27d9
2026-03-09T01:05:30.000Z,2,aanderaa_abs_speed_mean_15bits,speed,cm/s,3.27,43.4374667,-70.3493167,0x429b27d9
2026-03-09T01:05:30.000Z,2,aanderaa_reading_count_10bits,reading_count,count,5.0,43.4374667,-70.3493167,0x429b27d9
2026-03-09T01:05:30.000Z,2,aanderaa_direction_circ_std_13bits,direction,rad,0.405,43.4374667,-70.3493167,0x429b27d9
2026-03-09T01:05:30.000Z,2,aanderaa_std_tilt_mean_8bits,tilt,rad,0.08,43.4374667,-70.3493167,0x429b27d9
2026-03-09T01:05:30.000Z,2,aanderaa_temperature_mean_13bits,temperature,°C,2.2800000000000002,43.4374667,-70.3493167,0x429b27d9
2026-03-09T01:35:30.000Z,2,aanderaa_abs_tilt_mean_8bits,tilt,rad,0.15,43.4374667,-70.3493167,0x429b27d9
2026-03-09T01:35:30.000Z,1,bm_soft_temperature_mean_13bits,temperature,°C,2.54,43.4374667,-70.3493167,0x429b27d9
2026-03-09T01:35:30.000Z,2,aanderaa_abs_speed_std_15bits,speed,cm/s,1.6500000000000001,43.4374667,-70.3493167,0x429b27d9
2026-03-09T01:35:30.000Z,2,aanderaa_reading_count_10bits,reading_count,count,5.0,43.4374667,-70.3493167,0x429b27d9
2026-03-09T01:35:30.000Z,2,aanderaa_abs_speed_mean_15bits,speed,cm/s,3.7,43.4374667,-70.3493167,0x429b27d9
2026-03-09T01:35:30.000Z,2,aanderaa_std_tilt_mean_8bits,tilt,rad,0.07,43.4374667,-70.3493167,0x429b27d9
2026-03-09T01:35:30.000Z,2,aanderaa_temperature_mean_13bits,temperature,°C,2.25,43.4374667,-70.3493167,0x429b27d9
2026-03-09T01:35:30.000Z,2,aanderaa_direction_circ_std_13bits,direction,rad,0.464,43.4374667,-70.3493167,0x429b27d9
2026-03-09T01:35:30.000Z,2,aanderaa_direction_circ_mean_13bits,direction,rad,1.792,43.4374667,-70.3493167,0x429b27d9
2026-03-09T02:05:30.000Z,2,aanderaa_direction_circ_mean_13bits,direction,rad,1.085,43.4374167,-70.3494,0x429b27d9
2026-03-09T02:05:30.000Z,2,aanderaa_temperature_mean_13bits,temperature,°C,2.2800000000000002,43.4374167,-70.3494,0x429b27d9
2026-03-09T02:05:30.000Z,2,aanderaa_std_tilt_mean_8bits,tilt,rad,0.06,43.4374167,-70.3494,0x429b27d9
2026-03-09T02:05:30.000Z,2,aanderaa_reading_count_10bits,reading_count,count,5.0,43.4374167,-70.3494,0x429b27d9
2026-03-09T02:05:30.000Z,2,aanderaa_direction_circ_std_13bits,direction,rad,0.554,43.4374167,-70.3494,0x429b27d9
2026-03-09T02:05:30.000Z,2,aanderaa_abs_speed_std_15bits,speed,cm/s,2.56,43.4374167,-70.3494,0x429b27d9
2026-03-09T02:05:30.000Z,2,aanderaa_abs_speed_mean_15bits,speed,cm/s,3.42,43.4374167,-70.3494,0x429b27d9
2026-03-09T02:05:30.000Z,1,bm_soft_temperature_mean_13bits,temperature,°C,2.59,43.4374167,-70.3494,0x429b27d9
2026-03-09T02:05:30.000Z,2,aanderaa_abs_tilt_mean_8bits,tilt,rad,0.11,43.4374167,-70.3494,0x429b27d9
2026-03-09T02:35:30.000Z,2,aanderaa_abs_speed_std_15bits,speed,cm/s,1.56,43.4374167,-70.3494,0x429b27d9
2026-03-09T02:35:30.000Z,2,aanderaa_abs_tilt_mean_8bits,tilt,rad,0.09,43.4374167,-70.3494,0x429b27d9
