timestamp,sensorPosition,data_type_name,unit_type,units,value,latitude,longitude,configuration_checksum
2026-09-14T00:05:30.000Z,1,bm_soft_temperature_mean_13bits,temperature,°C,16.330000000000002,43.4376833,-70.3492667,0x429b27d9
2026-09-14T00:05:30.000Z,2,aanderaa_abs_speed_mean_15bits,speed,cm/s,5.83,43.4376833,-70.3492667,0x429b27d9
2026-09-14T00:05:30.000Z,2,aanderaa_abs_speed_std_15bits,speed,cm/s,1.17,43.4376833,-70.3492667,0x429b27d9
2026-09-14T00:05:30.000Z,2,aanderaa_abs_tilt_mean_8bits,tilt,rad,0.06,43.4376833,-70.3492667,0x429b27d9
2026-09-14T00:05:30.000Z,2,aanderaa_direction_circ_mean_13bits,direction,rad,0.533,43.4376833,-70.3492667,0x429b27d9
2026-09-14T00:05:30.000Z,2,aanderaa_direction_circ_std_13bits,direction,rad,0.243,43.4376833,-70.3492667,0x429b27d9
2026-09-14T00:05:30.000Z,2,aanderaa_reading_count_10bits,reading_count,count,5.0,43.4376833,-70.3492667,0x429b27d9
2026-09-14T00:05:30.000Z,2,aanderaa_std_tilt_mean_8bits,tilt,rad,0.02,43.4376833,-70.3492667,0x429b27d9
2026-09-14T00:05:30.000Z,2,aanderaa_temperature_mean_13bits,temperature,°C,15.150000000000002,43.4376833,-70.3492667,0x429b27d9
2026-09-14T00:35:30.000Z,2,aanderaa_direction_circ_mean_13bits,direction,rad,0.394,43.4376833,-70.3492667,0x429b27d9
2026-09-14T00:35:30.000Z,1,bm_soft_temperature_mean_13bits,temperature,°C,16.29,43.4376833,-70.3492667,0x429b27d9
2026-09-14T00:35:30.000Z,2,aanderaa_abs_speed_std_15bits,speed,cm/s,1.05,43.4376833,-70.3492667,0x429b27d9
2026-09-14T00:35:30.000Z,2,aanderaa_abs_tilt_mean_8bits,tilt,rad,0.07,43.4376833,-70.3492667,0x429b27d9
2026-09-14T00:35:30.000Z,2,aanderaa_std_tilt_mean_8bits,tilt,rad,0.01,43.4376833,-70.3492667,0x429b27d9
2026-09-14T00:35:30.000Z,2,aanderaa_direction_circ_std_13bits,direction,rad,0.399,43.4376833,-70.3492667,0x429b27d9
2026-09-14T00:35:30.000Z,2,aanderaa_reading_count_10bits,reading_count,count,5.0,43.4376833,-70.3492667,0x429b27d9
2026-09-14T00:35:30.000Z,2,aanderaa_temperature_mean_13bits,temperature,°C,14.990000000000002,43.4376833,-70.3492667,0x429b27d9
2026-09-14T00:35:30.000Z,2,aanderaa_abs_speed_mean_15bits,speed,cm/s,4.0200000000000005,43.4376833,-70.3492667,0x429b27d9
2026-09-14T01:05:30.000Z,2,aanderaa_abs_tilt_mean_8bits,tilt,rad,0.06,43.4377,-70.3493167,0x429b27d9
2026-09-14T01:05:30.000Z,2,aanderaa_direction_circ_mean_13bits,direction,rad,0.684,43.4377,-70.3493167,0x429b27d9
