timestamp,sensorPosition,data_type_name,unit_type,units,value,latitude,longitude,configuration_checksum
2026-09-04T00:05:31.000Z,1,bm_soft_temperature_mean_13bits,temperature,°C,17.89,43.4376167,-70.3492,0x429b27d9
2026-09-04T00:05:31.000Z,2,aanderaa_abs_speed_mean_15bits,speed,cm/s,2.04,43.4376167,-70.3492,0x429b27d9
2026-09-04T00:05:31.000Z,2,aanderaa_abs_speed_std_15bits,speed,cm/s,1.46,43.4376167,-70.3492,0x429b27d9
2026-09-04T00:05:31.000Z,2,aanderaa_abs_tilt_mean_8bits,tilt,rad,0.14,43.4376167,-70.3492,0x429b27d9
2026-09-04T00:05:31.000Z,2,aanderaa_direction_circ_mean_13bits,direction,rad,5.065,43.4376167,-70.3492,0x429b27d9
2026-09-04T00:05:31.000Z,2,aanderaa_direction_circ_std_13bits,direction,rad,0.91,43.4376167,-70.3492,0x429b27d9
2026-09-04T00:05:31.000Z,2,aanderaa_reading_count_10bits,reading_count,count,5.0,43.4376167,-70.3492,0x429b27d9
2026-09-04T00:05:31.000Z,2,aanderaa_std_tilt_mean_8bits,tilt,rad,0.03,43.4376167,-70.3492,0x429b27d9
2026-09-04T00:05:31.000Z,2,aanderaa_temperature_mean_13bits,temperature,°C,15.75,43.4376167,-70.3492,0x429b27d9
2026-09-04T00:35:31.000Z,2,aanderaa_direction_circ_mean_13bits,direction,rad,5.2700000000000005,43.4376167,-70.3492,0x429b27d9
2026-09-04T00:35:31.000Z,1,bm_soft_temperature_mean_13bits,temperature,°C,17.81,43.4376167,-70.3492,0x429b27d9
2026-09-04T00:35:31.000Z,2,aanderaa_abs_speed_std_15bits,speed,cm/s,0.96,43.4376167,-70.3492,0x429b27d9
2026-09-04T00:35:31.000Z,2,aanderaa_abs_tilt_mean_8bits,tilt,rad,0.11,43.4376167,-70.3492,0x429b27d9
2026-09-04T00:35:31.000Z,2,aanderaa_std_tilt_mean_8bits,tilt,rad,0.03,43.4376167,-70.3492,0x429b27d9
2026-09-04T00:35:31.000Z,2,aanderaa_direction_circ_std_13bits,direction,rad,1.022,43.4376167,-70.3492,0x429b27d9
2026-09-04T00:35:31.000Z,2,aanderaa_reading_count_10bits,reading_count,count,5.0,43.4376167,-70.3492,0x429b27d9
2026-09-04T00:35:31.000Z,2,aanderaa_temperature_mean_13bits,temperature,°C,15.830000000000002,43.4376167,-70.3492,0x429b27d9
2026-09-04T00:35:31.000Z,2,aanderaa_abs_speed_mean_15bits,speed,cm/s,1.35,43.4376167,-70.3492,0x429b27d9
2026-09-04T01:05:30.000Z,2,aanderaa_abs_tilt_mean_8bits,tilt,rad,0.12,43.43765,-70.3491667,0x429b27d9
2026-09-04T01:05:30.000Z,2,aanderaa_direction_circ_mean_13bits,direction,rad,5.336,43.43765,-70.3491667,0x429b27d9
2026-09-04T01:05:30.000Z,1,bm_soft_temperature_mean_13bits,temperature,°C,17.8,43.43765,-70.3491667,0x429b27d9
2026-09-04T01:05:30.000Z,2,aanderaa_abs_speed_mean_15bits,speed,cm/s,1.98,43.43765,-70.3491667,0x429b27d9
2026-09-04T01:05:30.000Z,2,aanderaa_abs_speed_std_15bits,speed,cm/s,1.04,43.43765,-70.3491667,0x429b27d9
2026-09-04T01:05:30.000Z,2,aanderaa_std_tilt_mean_8bits,tilt,rad,0.03,43.43765,-70.3491667,0x429b27d9
2026-09-04T01:05:30.000Z,2,aanderaa_direction_circ_std_13bits,direction,rad,0.589,43.43765,-70.3491667,0x429b27d9
2026-09-04T01:05:30.000Z,2,aanderaa_temperature_mean_13bits,temperature,°C,15.71,43.43765,-70.3491667,0x429b27d9
2026-09-04T01:05:30.000Z,2,aanderaa_reading_count_10bits,reading_count,count,5.0,43.43765,-70.3491667,0x429b27d9
2026-09-04T01:35:30.000Z,1,bm_soft_temperature_mean_13bits,temperature,°C,17.8,43.43765,-70.3491667,0x429b27d9
2026-09-04T01:35:30.000Z,2,aanderaa_abs_speed_mean_15bits,speed,cm/s,2.07,43.43765,-70.3491667,0x429b27d9
2026-09-04T01:35:30.000Z,2,aanderaa_abs_speed_std_15bits,speed,cm/s,0.7000000000000001,43.43765,-70.3491667,0x429b27d9
2026-09-04T01:35:30.000Z,2,aanderaa_direction_circ_mean_13bits,direction,rad,6.214,43.43765,-70.3491667,0x429b27d9
2026-09-04T01:35:30.000Z,2,aanderaa_abs_tilt_mean_8bits,tilt,rad,0.11,43.43765,-70.3491667,0x429b27d9
2026-09-04T01:35:30.000Z,2,aanderaa_reading_count_10bits,reading_count,count,5.0,43.43765,-70.3491667,0x429b27d9
2026-09-04T01:35:30.000Z,2,aanderaa_std_tilt_mean_8bits,tilt,rad,0.03,43.43765,-70.3491667,0x429b27d9
2026-09-04T01:35:30.000Z,2,aanderaa_temperature_mean_13bits,temperature,°C,15.760000000000002,43.43765,-70.3491667,0x429b27d9
2026-09-04T01:35:30.000Z,2,aanderaa_direction_circ_std_13bits,direction,rad,0.661,43.43765,-70.3491667,0x429b27d9
