Epoch Time,Processing Source,f,varianceDensity
1784937600,hdr,0.0293;0.03906;0.04883;0.05859;0.06836;0.07813;0.08789;0.09766;0.10742;0.11719;0.12695;0.13672;0.14648;0.15625;0.16602;0.17578;0.18555;0.19531;0.20508;0.21484;0.22461;0.23438;0.24414;0.25391;0.26367;0.27344;0.2832;0.29297;0.30273;0.3125;0.32227;0.33203;0.3418;0.35156;0.36133;0.37109;0.38086;0.39063;0.40039;0.41016;0.41992;0.42969;0.43945;0.44922;0.45898;0.46875;0.47852;0.48828;0.49805;0.50781;0.51758;0.52734;0.53711;0.54688;0.55664;0.56641;0.57617;0.58594;0.5957;0.60547;0.61523;0.625;0.63477;0.64453;0.6543;0.66406;0.67383;0.68359;0.69336;0.70313;0.71289;0.72266;0.73242;0.74219;0.75195;0.76172;0.77148;0.78125;0.79102,0.003067904;0.004678656;0.00826368;0.011065344;0.024417280000000003;0.028974080000000003;0.021200896;0.048756735999999995;0.053927936;0.073629696;0.159425536;0.246541312;0.255321088;0.140340224;0.13152256;0.120434688;0.066601984;0.046656512000000004;0.039721983999999995;0.027533311999999997;0.028882944;0.02395648;0.016136192;0.014226432;0.021861376000000002;0.024292352000000003;0.022335488;0.012347392;0.015684608;0.015488;0.010571776;0.009831424;0.014321664000000001;0.011488255999999999;0.009467904000000001;0.010891264;0.013012992000000001;0.012335104;0.010394624;0.0070123519999999995;0.007414784;0.0105728;0.010155008;0.005070848;0.006734848;0.006355968;0.003301376;0.002651136;0.002113536;0.0022702079999999997;0.002563072;0.002844672;0.002802688;0.003245056;0.002931712;0.00344576;0.004255744;0.003296256;0.0033331199999999997;0.00399872;0.0038789120000000004;0.003795968;0.005399551999999999;0.0060887039999999995;0.003807232;0.0028948479999999998;0.004306943999999999;0.0046192640000000005;0.004250624;0.003810304;0.0030853119999999998;0.001941504;0.002459648;0.002880512;0.0020910079999999997;0.002272256;0.002284544;0.002332672;0.00183808
1784938500,hdr,0.0293;0.03906;0.04883;0.05859;0.06836;0.07813;0.08789;0.09766;0.10742;0.11719;0.12695;0.13672;0.14648;0.15625;0.16602;0.17578;0.18555;0.19531;0.20508;0.21484;0.22461;0.23438;0.24414;0.25391;0.26367;0.27344;0.2832;0.29297;0.30273;0.3125;0.32227;0.33203;0.3418;0.35156;0.36133;0.37109;0.38086;0.39063;0.40039;0.41016;0.41992;0.42969;0.43945;0.44922;0.45898;0.46875;0.47852;0.48828;0.49805;0.50781;0.51758;0.52734;0.53711;0.54688;0.55664;0.56641;0.57617;0.58594;0.5957;0.60547;0.61523;0.625;0.63477;0.64453;0.6543;0.66406;0.67383;0.68359;0.69336;0.70313;0.71289;0.72266;0.73242;0.74219;0.75195;0.76172;0.77148;0.78125;0.79102,0.0068096;0.011825152;0.007362560000000001;0.0043304960000000005;0.016094208;0.012357632000000002;0.0073953280000000005;0.03148288;0.05630975999999999;0.10265190399999999;0.15416934399999999;0.179684352;0.145887232;0.14560768;0.140105728;0.11850035200000002;0.09163059199999998;0.060862464;0.05451264;0.042203135999999995;0.036845568;0.031623168;0.030078976000000004;0.035417088;0.016841728;0.006077440000000001;0.011360255999999999;0.012012544;0.010617856;0.013155328;0.015549440000000001;0.011083776;0.007523328;0.01346048;0.015453184000000002;0.015890432;0.015787007999999998;0.017051648000000003;0.010830848;0.009547776;0.009317376;0.007770112;0.008721408;0.006893568;0.006403072;0.004770816;0.004755456;0.003917824;0.004895744;0.004487168;0.00410624;0.004660224;0.002550784;0.002635776;0.003741696;0.004071424000000001;0.004161536;0.0048486399999999995;0.003171328;0.0038021120000000003;0.005856256000000001;0.00491008;0.004524032;0.003325952;0.002911232;0.003610624;0.004182015999999999;0.005030912;0.0033382399999999997;0.0022476799999999997;0.0033955839999999997;0.003721216;0.0035276800000000005;0.002944;0.002515968;0.0028272640000000003;0.001929216;0.001209344;0.001385472
1784939400,hdr,0.0293;0.03906;0.04883;0.05859;0.06836;0.07813;0.08789;0.09766;0.10742;0.11719;0.12695;0.13672;0.14648;0.15625;0.16602;0.17578;0.18555;0.19531;0.20508;0.21484;0.22461;0.23438;0.24414;0.25391;0.26367;0.27344;0.2832;0.29297;0.30273;0.3125;0.32227;0.33203;0.3418;0.35156;0.36133;0.37109;0.38086;0.39063;0.40039;0.41016;0.41992;0.42969;0.43945;0.44922;0.45898;0.46875;0.47852;0.48828;0.49805;0.50781;0.51758;0.52734;0.53711;0.54688;0.55664;0.56641;0.57617;0.58594;0.5957;0.60547;0.61523;0.625;0.63477;0.64453;0.6543;0.66406;0.67383;0.68359;0.69336;0.70313;0.71289;0.72266;0.73242;0.74219;0.75195;0.76172;0.77148;0.78125;0.79102,0.011441152;0.014589952000000002;0.01035264;0.007832576;0.015304704;0.027161599999999998;0.018673663999999996;0.044335104;0.091148288;0.085603328;0.172824576;0.16753152;0.17293312;0.16864768000000002;0.23236812800000003;0.172726272;0.12000256;0.058225664;0.045058048;0.032444416;0.043964416;0.033846272;0.033298432;0.027305984000000002;0.015135744000000001;0.010003456;0.010907647999999999;0.011887616;0.011668480000000002;0.00776192;0.007745536;0.006544384;0.007821312;0.00650752;0.010023936;0.018341888000000004;0.017094656;0.013011967999999999;0.009575423999999999;0.010067968;0.009140224;0.007723008;0.005675008;0.004407296;0.0057077759999999995;0.00467968;0.004530176;0.005525504;0.005912576;0.004194304;0.003218432;0.002989056;0.00273408;0.0031027200000000002;0.003853312;0.003151872;0.0036966399999999997;0.0065638400000000005;0.00652288;0.006839296;0.005556224;0.0054855680000000006;0.0031375360000000002;0.0031088640000000002;0.005557248000000001;0.003529728;0.0032266240000000004;0.003644416;0.0029634559999999997;0.003074048;0.003172352;0.002801664;0.0025415679999999997;0.002501632;0.0022067199999999997;0.0013199359999999999;0.001113088;0.001476608;0.0018944
1784940300,hdr,0.0293;0.03906;0.04883;0.05859;0.06836;0.07813;0.08789;0.09766;0.10742;0.11719;0.12695;0.13672;0.14648;0.15625;0.16602;0.17578;0.18555;0.19531;0.20508;0.21484;0.22461;0.23438;0.24414;0.25391;0.26367;0.27344;0.2832;0.29297;0.30273;0.3125;0.32227;0.33203;0.3418;0.35156;0.36133;0.37109;0.38086;0.39063;0.40039;0.41016;0.41992;0.42969;0.43945;0.44922;0.45898;0.46875;0.47852;0.48828;0.49805;0.50781;0.51758;0.52734;0.53711;0.54688;0.55664;0.56641;0.57617;0.58594;0.5957;0.60547;0.61523;0.625;0.63477;0.64453;0.6543;0.66406;0.67383;0.68359;0.69336;0.70313;0.71289;0.72266;0.73242;0.74219;0.75195;0.76172;0.77148;0.78125;0.79102,0.008114176;0.0051968;0.00590848;0.010084352000000001;0.024415232;0.020324352000000004;0.013817856000000002;0.052586495999999996;0.10784767999999999;0.133783552;0.121300992;0.16226816;0.158667776;0.11285094400000001;0.14040576;0.13237248;0.111266816;0.066176;0.044497919999999996;0.03309158399999999;0.021284863999999997;0.024844288;0.030235648;0.018110464;0.018793472000000002;0.020823039999999998;0.009550848;0.009530367999999999;0.012765183999999999;0.010312703999999999;0.009415680000000001;0.0073062399999999994;0.007697408;0.008233984;0.011413504;0.006728703999999999;0.010924032000000002;0.009175039999999999;0.009771008;0.006628352;0.004310016;0.002717696;0.003955712;0.003649536;0.003600384;0.003525632;0.0037949439999999997;0.005095424;0.0045844480000000005;0.002982912;0.003122176;0.0034498560000000003;0.002915328;0.004911104;0.00477696;0.0037191679999999997;0.004337664;0.00375808;0.002787328;0.0044052480000000005;0.003002368;0.003463168;0.004677631999999999;0.0055951360000000006;0.004932608;0.0022353919999999997;0.003011584;0.002228224;0.0029695999999999998;0.002679808;0.002881536;0.003459072;0.00236544;0.0013424640000000002;0.0015544320000000001;0.0022015999999999997;0.0023336960000000006;0.001574912;0.0012666880000000002
1784941200,hdr,0.0293;0.03906;0.04883;0.05859;0.06836;0.07813;0.08789;0.09766;0.10742;0.11719;0.12695;0.13672;0.14648;0.15625;0.16602;0.17578;0.18555;0.19531;0.20508;0.21484;0.22461;0.23438;0.24414;0.25391;0.26367;0.27344;0.2832;0.29297;0.30273;0.3125;0.32227;0.33203;0.3418;0.35156;0.36133;0.37109;0.38086;0.39063;0.40039;0.41016;0.41992;0.42969;0.43945;0.44922;0.45898;0.46875;0.47852;0.48828;0.49805;0.50781;0.51758;0.52734;0.53711;0.54688;0.55664;0.56641;0.57617;0.58594;0.5957;0.60547;0.61523;0.625;0.63477;0.64453;0.6543;0.66406;0.67383;0.68359;0.69336;0.70313;0.71289;0.72266;0.73242;0.74219;0.75195;0.76172;0.77148;0.78125;0.79102,0.003835904;0.011144192;0.00836096;0.0072263679999999995;0.010430464;0.015243264;0.013299712;0.023904256000000002;0.059859968;0.093611008;0.10897408;0.193421312;0.172937216;0.15679078400000002;0.109145088;0.08792473599999999;0.066374656;0.080934912;0.0582912;0.041101312;0.045730816;0.03144704;0.01966592;0.017999872;0.017826816000000002;0.017171455999999998;0.016862208;0.009943039999999998;0.008994816000000001;0.011501568000000002;0.010034176;0.010186752;0.01116672;0.009811968;0.0075100160000000004;0.00914432;0.011558912000000001;0.005990400000000001;0.00849408;0.007658496;0.005358592;0.0052520959999999995;0.004516864;0.004277248000000001;0.0034304;0.0018421759999999998;0.002177024;0.0032604160000000004;0.0029491200000000004;0.00338944;0.002776064;0.002062336;0.0021667839999999997;0.002977792;0.003741696;0.008100864;0.007860223999999999;0.004278272;0.0052572159999999995;0.005143552;0.00330752;0.0027586560000000004;0.0041492479999999995;0.002855936;0.0037836799999999998;0.002705408;0.0021207039999999997;0.0025384959999999995;0.001979392;0.0017684480000000002;0.002183168;0.002086912;0.0020930559999999994;0.001777664;0.001980416;0.00249856;0.0019466239999999999;0.001583104;0.001933312
1784942100,hdr,0.0293;0.03906;0.04883;0.05859;0.06836;0.07813;0.08789;0.09766;0.10742;0.11719;0.12695;0.13672;0.14648;0.15625;0.16602;0.17578;0.18555;0.19531;0.20508;0.21484;0.22461;0.23438;0.24414;0.25391;0.26367;0.27344;0.2832;0.29297;0.30273;0.3125;0.32227;0.33203;0.3418;0.35156;0.36133;0.37109;0.38086;0.39063;0.40039;0.41016;0.41992;0.42969;0.43945;0.44922;0.45898;0.46875;0.47852;0.48828;0.49805;0.50781;0.51758;0.52734;0.53711;0.54688;0.55664;0.56641;0.57617;0.58594;0.5957;0.60547;0.61523;0.625;0.63477;0.64453;0.6543;0.66406;0.67383;0.68359;0.69336;0.70313;0.71289;0.72266;0.73242;0.74219;0.75195;0.76172;0.77148;0.78125;0.79102,0.002656256;0.004777984000000001;0.00659968;0.007803904;0.01652224;0.036307968;0.016551936000000003;0.039853056000000005;0.071825408;0.06002176;0.07081472;0.056881152000000004;0.10651648;0.158247936;0.14487039999999998;0.08869990400000001;0.061734912;0.05522432;0.041842688;0.041126911999999995;0.036647936;0.034838528;0.032188416;0.018496512;0.009826304;0.014332928;0.017335296;0.00841216;0.010481664;0.007957504;0.009107456;0.00827392;0.008768512;0.011019263999999999;0.011184127999999998;0.013481984;0.009860095999999999;0.010456064000000001;0.011359232;0.010816511999999999;0.008129536;0.006020096;0.005031936;0.003885056;0.003637248;0.0026941440000000003;0.0020500479999999996;0.00197632;0.00247296;0.0026859519999999997;0.001557504;0.002451456;0.0018575360000000001;0.002215936;0.002771968;0.0021227520000000003;0.001967104;0.0019087359999999999;0.002341888;0.0017766400000000001;0.00254464;0.003014656;0.0021268479999999998;0.002448384;0.0024504320000000002;0.0025077759999999998;0.002681856;0.00159232;0.001159168;0.001161216;0.001591296;0.0015984640000000002;0.002468864;0.0017397760000000002;0.0019773440000000002;0.001937408;0.0016168960000000003;0.0011714560000000002;0.001435648
1784943000,hdr,0.0293;0.03906;0.04883;0.05859;0.06836;0.07813;0.08789;0.09766;0.10742;0.11719;0.12695;0.13672;0.14648;0.15625;0.16602;0.17578;0.18555;0.19531;0.20508;0.21484;0.22461;0.23438;0.24414;0.25391;0.26367;0.27344;0.2832;0.29297;0.30273;0.3125;0.32227;0.33203;0.3418;0.35156;0.36133;0.37109;0.38086;0.39063;0.40039;0.41016;0.41992;0.42969;0.43945;0.44922;0.45898;0.46875;0.47852;0.48828;0.49805;0.50781;0.51758;0.52734;0.53711;0.54688;0.55664;0.56641;0.57617;0.58594;0.5957;0.60547;0.61523;0.625;0.63477;0.64453;0.6543;0.66406;0.67383;0.68359;0.69336;0.70313;0.71289;0.72266;0.73242;0.74219;0.75195;0.76172;0.77148;0.78125;0.79102,0.001769472;0.003960832;0.003679232;0.00358912;0.014932992;0.02146304;0.015555583999999999;0.029167615999999997;0.061693952;0.084383744;0.08435404800000001;0.12092928;0.12790272;0.09067008;0.076025856;0.095780864;0.113446912;0.077410304;0.088964096;0.057842688;0.052003839999999996;0.0568576;0.034265088;0.025448448000000002;0.016857088;0.016463872;0.013171712;0.014082048000000002;0.01127936;0.011452416;0.008132608;0.010233856;0.012374016;0.014307328;0.016549888;0.014946304;0.012309504;0.009762816;0.007792639999999999;0.0056555519999999995;0.004421632;0.00311296;0.00177152;0.0022978559999999996;0.002404352;0.002596864;0.001990656;0.0027555839999999997;0.002084864;0.002458624;0.002427904;0.001862656;0.00151552;0.0020838399999999996;0.001911808;0.001432576;0.001209344;0.0023050239999999997;0.0022835200000000003;0.002077696;0.001830912;0.00274432;0.002234368;0.0016424959999999998;0.0027432959999999997;0.003733504;0.0022947840000000002;0.001746944;0.001548288;0.001790976;0.00198656;0.00187392;0.0020858880000000006;0.001974272;0.0011407359999999998;0.0010752000000000001;0.0010250239999999998;0.0010946560000000003;0.000982016
1784943900,hdr,0.0293;0.03906;0.04883;0.05859;0.06836;0.07813;0.08789;0.09766;0.10742;0.11719;0.12695;0.13672;0.14648;0.15625;0.16602;0.17578;0.18555;0.19531;0.20508;0.21484;0.22461;0.23438;0.24414;0.25391;0.26367;0.27344;0.2832;0.29297;0.30273;0.3125;0.32227;0.33203;0.3418;0.35156;0.36133;0.37109;0.38086;0.39063;0.40039;0.41016;0.41992;0.42969;0.43945;0.44922;0.45898;0.46875;0.47852;0.48828;0.49805;0.50781;0.51758;0.52734;0.53711;0.54688;0.55664;0.56641;0.57617;0.58594;0.5957;0.60547;0.61523;0.625;0.63477;0.64453;0.6543;0.66406;0.67383;0.68359;0.69336;0.70313;0.71289;0.72266;0.73242;0.74219;0.75195;0.76172;0.77148;0.78125;0.79102,0.0013608960000000001;0.000912384;0.00021504000000000003;0.002440192;0.016686080000000002;0.022505472000000002;0.009873408;0.027355136000000002;0.084891648;0.137294848;0.09724825599999999;0.14842777599999998;0.171344896;0.138088448;0.10795520000000002;0.06757888000000001;0.084880384;0.063347712;0.047828992;0.042171392;0.036922368000000004;0.03915161599999999;0.026562560000000002;0.025102336;0.021727232;0.021784576;0.015736832;0.011579391999999999;0.009766912;0.0077393919999999995;0.009443327999999999;0.012845056;0.011480064;0.010714112000000001;0.007652352;0.0105728;0.01434112;0.014451712000000002;0.011347967999999998;0.009643008;0.009668608;0.009034751999999998;0.006583296;0.005436416;0.003326976;0.003263488;0.002279424;0.0028416;0.002603008;0.0026849280000000005;0.0030986240000000003;0.002741248;0.002535424;0.0019128320000000002;0.001610752;0.00165376;0.001557504;0.0017305600000000001;0.0017244159999999999;0.002276352;0.0033351680000000003;0.003549184;0.00300032;0.0024463360000000003;0.002427904;0.0016148479999999999;0.001972224;0.0017848319999999999;0.0020951040000000004;0.002188288;0.0019937279999999997;0.001723392;0.001661952;0.001409024;0.001980416;0.0014735360000000001;0.001129472;0.001997824;0.0018155520000000002
1784944800,hdr,0.0293;0.03906;0.04883;0.05859;0.06836;0.07813;0.08789;0.09766;0.10742;0.11719;0.12695;0.13672;0.14648;0.15625;0.16602;0.17578;0.18555;0.19531;0.20508;0.21484;0.22461;0.23438;0.24414;0.25391;0.26367;0.27344;0.2832;0.29297;0.30273;0.3125;0.32227;0.33203;0.3418;0.35156;0.36133;0.37109;0.38086;0.39063;0.40039;0.41016;0.41992;0.42969;0.43945;0.44922;0.45898;0.46875;0.47852;0.48828;0.49805;0.50781;0.51758;0.52734;0.53711;0.54688;0.55664;0.56641;0.57617;0.58594;0.5957;0.60547;0.61523;0.625;0.63477;0.64453;0.6543;0.66406;0.67383;0.68359;0.69336;0.70313;0.71289;0.72266;0.73242;0.74219;0.75195;0.76172;0.77148;0.78125;0.79102,0.001114112;0.0014274560000000001;0.0009625599999999999;0.002318336;0.008695808;0.023008255999999998;0.01603072;0.026558464;0.041406464;0.059575296;0.097062912;0.08846848;0.11596390399999999;0.14452838399999998;0.091316224;0.088066048;0.06686617599999999;0.082154496;0.064944128;0.050226176;0.031586304;0.030708735999999997;0.032168959999999996;0.032905216;0.019004415999999996;0.012873728;0.011748352;0.009560064;0.008881152;0.009141248;0.009266176;0.00746496;0.012689408;0.016793600000000002;0.011750400000000001;0.011136;0.011693056;0.009452544;0.006439936;0.00682496;0.006709247999999999;0.004636672;0.004373504;0.004205568;0.0035614720000000004;0.004319232;0.002910208;0.002378752;0.00263168;0.0027740160000000002;0.0020736;0.002014208;0.001757184;0.002878464;0.0022231040000000005;0.001865728;0.002291712;0.001806336;0.0016230399999999999;0.001741824;0.0011837439999999998;0.0014991359999999999;0.002267136;0.001792;0.001329152;0.0016250880000000002;0.0012318720000000002;0.0016087039999999999;0.0013117439999999999;0.0010813440000000001;0.0012789759999999998;0.0012318720000000002;0.0015779840000000002;0.001238016;0.00111104;0.001103872;0.0009717759999999999;0.001165312;0.0010178560000000001
1784945700,hdr,0.0293;0.03906;0.04883;0.05859;0.06836;0.07813;0.08789;0.09766;0.10742;0.11719;0.12695;0.13672;0.14648;0.15625;0.16602;0.17578;0.18555;0.19531;0.20508;0.21484;0.22461;0.23438;0.24414;0.25391;0.26367;0.27344;0.2832;0.29297;0.30273;0.3125;0.32227;0.33203;0.3418;0.35156;0.36133;0.37109;0.38086;0.39063;0.40039;0.41016;0.41992;0.42969;0.43945;0.44922;0.45898;0.46875;0.47852;0.48828;0.49805;0.50781;0.51758;0.52734;0.53711;0.54688;0.55664;0.56641;0.57617;0.58594;0.5957;0.60547;0.61523;0.625;0.63477;0.64453;0.6543;0.66406;0.67383;0.68359;0.69336;0.70313;0.71289;0.72266;0.73242;0.74219;0.75195;0.76172;0.77148;0.78125;0.79102,0.0013117439999999999;0.001137664;0.0019189760000000002;0.0031784960000000003;0.01174016;0.024943616;0.018506752;0.025270271999999996;0.074702848;0.10199244799999999;0.09601638400000001;0.093405184;0.114086912;0.091179008;0.055027712;0.066555904;0.092264448;0.068960256;0.058765312;0.058994687999999997;0.04913664;0.028264448;0.020964352000000002;0.025348096;0.024912896;0.017770496000000004;0.012611584;0.008923135999999998;0.016430080000000003;0.01445376;0.012318720000000002;0.014222336;0.01853952;0.012939263999999999;0.014692351999999999;0.009368575999999998;0.009042943999999999;0.010098688;0.008685568;0.006929408;0.0082944;0.004902912;0.003798016;0.00454144;0.00514048;0.003352576;0.00170496;0.0033802240000000002;0.004656128;0.0025180159999999997;0.0024422399999999996;0.002260992;0.001862656;0.002184192;0.002269184;0.002274304;0.001309696;0.001061888;0.000867328;0.001035264;0.001601536;0.001811456;0.001408;0.001289216;0.000843776;0.001132544;0.001364992;0.001783808;0.001416192;0.001271808;0.001738752;0.001563648;0.001509376;0.0013312;0.0011417600000000001;0.000715776;0.001108992;0.0010127360000000002;0.000900096
