Epoch Time,Processing Source,f,varianceDensity
1774224000,hdr,0.0293;0.03906;0.04883;0.05859;0.06836;0.07813;0.08789;0.09766;0.10742;0.11719;0.12695;0.13672;0.14648;0.15625;0.16602;0.17578;0.18555;0.19531;0.20508;0.21484;0.22461;0.23438;0.24414;0.25391;0.26367;0.27344;0.2832;0.29297;0.30273;0.3125;0.32227;0.33203;0.3418;0.35156;0.36133;0.37109;0.38086;0.39063;0.40039;0.41016;0.41992;0.42969;0.43945;0.44922;0.45898;0.46875;0.47852;0.48828;0.49805;0.50781;0.51758;0.52734;0.53711;0.54688;0.55664;0.56641;0.57617;0.58594;0.5957;0.60547;0.61523;0.625;0.63477;0.64453;0.6543;0.66406;0.67383;0.68359;0.69336;0.70313;0.71289;0.72266;0.73242;0.74219;0.75195;0.76172;0.77148;0.78125;0.79102,0.003733504;0.011040768;0.01816576;0.014035968000000001;0.01706496;0.013971456;0.022413312;0.044399616;0.09117695999999999;0.165423104;0.20429824;0.21803008;0.42955264000000004;0.5633802240000001;0.407257088;0.300911616;0.273021952;0.23490867199999999;0.209793024;0.2354176;0.17712947199999998;0.13143552;0.14977024;0.11928166400000001;0.12489728;0.09759744000000001;0.063644672;0.062030848;0.081366016;0.08372531200000001;0.053129216;0.04471808;0.039894016000000004;0.033417216;0.03231232;0.033576959999999996;0.032529407999999996;0.031100928;0.020426752;0.020332543999999998;0.018871296000000003;0.01147392;0.013444095999999999;0.010795008;0.008390656;0.009626624;0.011014144;0.008006656;0.007548928;0.0067604480000000005;0.004795392;0.009450496;0.008368128;0.005459968;0.004262912000000001;0.004320256;0.004845568000000001;0.004298752;0.0041809920000000006;0.003325952;0.002226176;0.001989632;0.0032194560000000003;0.003687424;0.003606528;0.002291712;0.002588672;0.003667968;0.002787328;0.002236416;0.002579456;0.0020797439999999997;0.0024811519999999995;0.0019251199999999998;0.0017377279999999998;0.001790976;0.0019128320000000002;0.0015697920000000002;0.0015206400000000002
1774224900,hdr,0.0293;0.03906;0.04883;0.05859;0.06836;0.07813;0.08789;0.09766;0.10742;0.11719;0.12695;0.13672;0.14648;0.15625;0.16602;0.17578;0.18555;0.19531;0.20508;0.21484;0.22461;0.23438;0.24414;0.25391;0.26367;0.27344;0.2832;0.29297;0.30273;0.3125;0.32227;0.33203;0.3418;0.35156;0.36133;0.37109;0.38086;0.39063;0.40039;0.41016;0.41992;0.42969;0.43945;0.44922;0.45898;0.46875;0.47852;0.48828;0.49805;0.50781;0.51758;0.52734;0.53711;0.54688;0.55664;0.56641;0.57617;0.58594;0.5957;0.60547;0.61523;0.625;0.63477;0.64453;0.6543;0.66406;0.67383;0.68359;0.69336;0.70313;0.71289;0.72266;0.73242;0.74219;0.75195;0.76172;0.77148;0.78125;0.79102,0.0023347199999999998;0.003373056;0.015290368;0.019278848;0.014580736;0.033399807999999996;0.026568704000000002;0.045130752;0.07896064;0.133880832;0.20273664;0.309434368;0.42360832;0.528369664;0.50668544;0.334705664;0.378099712;0.393680896;0.249281536;0.174876672;0.168607744;0.18347212799999998;0.157005824;0.115137536;0.12581376;0.115808256;0.102742016;0.06576230400000001;0.060485632000000004;0.04862464;0.03623731200000001;0.035010559999999996;0.045956096;0.043915264;0.020106239999999997;0.023523327999999996;0.028720128;0.016335871999999998;0.010475519999999999;0.011218944000000002;0.01616896;0.022499328;0.019153919999999998;0.021144576;0.016761856000000002;0.013679616;0.01260544;0.008623104;0.00719872;0.008816639999999999;0.009574400000000002;0.007605247999999999;0.004514816;0.005994496;0.007731200000000001;0.005174272;0.004299776;0.003375104;0.0025610240000000003;0.003013632;0.0034027519999999998;0.003670016;0.0033382399999999997;0.002640896;0.003216384;0.004339712;0.002996224;0.001294336;0.001426432;0.001929216;0.001564672;0.00169472;0.002707456;0.001563648;0.0009830400000000001;0.0010598399999999998;0.0007106559999999999;0.000702464;0.000985088
1774225800,hdr,0.0293;0.03906;0.04883;0.05859;0.06836;0.07813;0.08789;0.09766;0.10742;0.11719;0.12695;0.13672;0.14648;0.15625;0.16602;0.17578;0.18555;0.19531;0.20508;0.21484;0.22461;0.23438;0.24414;0.25391;0.26367;0.27344;0.2832;0.29297;0.30273;0.3125;0.32227;0.33203;0.3418;0.35156;0.36133;0.37109;0.38086;0.39063;0.40039;0.41016;0.41992;0.42969;0.43945;0.44922;0.45898;0.46875;0.47852;0.48828;0.49805;0.50781;0.51758;0.52734;0.53711;0.54688;0.55664;0.56641;0.57617;0.58594;0.5957;0.60547;0.61523;0.625;0.63477;0.64453;0.6543;0.66406;0.67383;0.68359;0.69336;0.70313;0.71289;0.72266;0.73242;0.74219;0.75195;0.76172;0.77148;0.78125;0.79102,0.004348928;0.015761408;0.029964288000000002;0.024958975999999997;0.015149056000000001;0.014816256;0.015451136;0.058950656000000004;0.127745024;0.14375526400000002;0.17714790400000002;0.240278528;0.6268774399999999;0.799423488;0.49721241600000005;0.36106035200000003;0.366148608;0.26127872;0.269400064;0.18775756799999999;0.154508288;0.107507712;0.10763776;0.10069811199999999;0.12118937599999999;0.123388928;0.07696384;0.06957772799999999;0.07942553599999999;0.065011712;0.044741632;0.037251072;0.037100544;0.022944768;0.024041471999999998;0.030524416;0.044356608;0.043722752000000004;0.026073088;0.021849088;0.020611072;0.012602368000000001;0.012933120000000001;0.016144383999999998;0.013737984;0.010847232;0.011369472;0.006721536;0.0063150079999999996;0.006448128;0.006288384;0.004461567999999999;0.005466112;0.005972991999999999;0.00381952;0.00470528;0.005081088000000001;0.002407424;0.0022835200000000003;0.0028723200000000003;0.003163136;0.00303104;0.002976768;0.003006464;0.003400704;0.002207744;0.0021944319999999996;0.002184192;0.0017602560000000002;0.001509376;0.002502656;0.0021411840000000004;0.001429504;0.00141312;0.00167936;0.0014991359999999999;0.00090624;0.000577536;0.000978944
1774226700,hdr,0.0293;0.03906;0.04883;0.05859;0.06836;0.07813;0.08789;0.09766;0.10742;0.11719;0.12695;0.13672;0.14648;0.15625;0.16602;0.17578;0.18555;0.19531;0.20508;0.21484;0.22461;0.23438;0.24414;0.25391;0.26367;0.27344;0.2832;0.29297;0.30273;0.3125;0.32227;0.33203;0.3418;0.35156;0.36133;0.37109;0.38086;0.39063;0.40039;0.41016;0.41992;0.42969;0.43945;0.44922;0.45898;0.46875;0.47852;0.48828;0.49805;0.50781;0.51758;0.52734;0.53711;0.54688;0.55664;0.56641;0.57617;0.58594;0.5957;0.60547;0.61523;0.625;0.63477;0.64453;0.6543;0.66406;0.67383;0.68359;0.69336;0.70313;0.71289;0.72266;0.73242;0.74219;0.75195;0.76172;0.77148;0.78125;0.79102,0.008374271999999999;0.015648768;0.014129152;0.019356672;0.022905856;0.018115584;0.023937024;0.045643776000000004;0.10217369600000001;0.12200448;0.164158464;0.254784512;0.44513689599999995;0.436721664;0.408446976;0.3994112;0.303133696;0.238155776;0.25784729599999995;0.23932723200000003;0.19767091199999998;0.276944896;0.227446784;0.109196288;0.08679219199999999;0.104101888;0.049502208000000006;0.071161856;0.08411340800000001;0.07788236800000001;0.034256896;0.020738048;0.02672128;0.032691200000000004;0.028669952;0.026150912000000002;0.021102592;0.013858816;0.011415551999999999;0.016256;0.010826752;0.016551936000000003;0.012110848;0.013301760000000001;0.011490304;0.007207936;0.009014272;0.0054855680000000006;0.005444607999999999;0.005959679999999999;0.004438016;0.00410624;0.003154944;0.004457472;0.00415744;0.0037550080000000002;0.0026480640000000003;0.0017152;0.002444288;0.002847744;0.002807808;0.0022702079999999997;0.002722816;0.0025200640000000002;0.002618368;0.003600384;0.002336768;0.0022906879999999995;0.0021903359999999998;0.001695744;0.001302528;0.00176128;0.001682432;0.001309696;0.0008519679999999999;0.0007137280000000001;0.000590848;0.0006656;0.000857088
1774227600,hdr,0.0293;0.03906;0.04883;0.05859;0.06836;0.07813;0.08789;0.09766;0.10742;0.11719;0.12695;0.13672;0.14648;0.15625;0.16602;0.17578;0.18555;0.19531;0.20508;0.21484;0.22461;0.23438;0.24414;0.25391;0.26367;0.27344;0.2832;0.29297;0.30273;0.3125;0.32227;0.33203;0.3418;0.35156;0.36133;0.37109;0.38086;0.39063;0.40039;0.41016;0.41992;0.42969;0.43945;0.44922;0.45898;0.46875;0.47852;0.48828;0.49805;0.50781;0.51758;0.52734;0.53711;0.54688;0.55664;0.56641;0.57617;0.58594;0.5957;0.60547;0.61523;0.625;0.63477;0.64453;0.6543;0.66406;0.67383;0.68359;0.69336;0.70313;0.71289;0.72266;0.73242;0.74219;0.75195;0.76172;0.77148;0.78125;0.79102,0.0075171840000000005;0.01133056;0.014111744;0.014844928;0.014656511999999998;0.017612799999999998;0.016151552;0.04844543999999999;0.114812928;0.142317568;0.16942796799999998;0.27710156799999996;0.457356288;0.491865088;0.52014592;0.39328768000000003;0.185152512;0.231483392;0.254692352;0.206434304;0.12048588800000001;0.10314137599999999;0.14054195200000003;0.10066739200000001;0.098407424;0.09313996799999999;0.073424896;0.05855334400000001;0.0668416;0.042399743999999996;0.024967168;0.024773631999999997;0.022975488;0.022151168;0.016681984;0.023753727999999998;0.022667264;0.024976383999999997;0.016976896000000002;0.015525888000000002;0.011699199999999998;0.010374144;0.007172095999999999;0.006107135999999999;0.004978688;0.0063150079999999996;0.009113600000000001;0.010329088;0.007575551999999999;0.0051599359999999995;0.0040796159999999995;0.005265407999999999;0.0029255680000000004;0.002601984;0.0029184000000000002;0.0022640639999999997;0.0035368960000000003;0.002973696;0.002055168;0.001619968;0.0022927360000000005;0.00136192;0.0013783040000000001;0.001446912;0.0010598399999999998;0.0016916480000000002;0.001636352;0.001294336;0.00110592;0.001928192;0.00203264;0.0016916480000000002;0.0012369920000000001;0.0005703679999999999;0.000785408;0.000898048;0.001149952;0.0012113920000000002;0.0006912
1774228500,hdr,0.0293;0.03906;0.04883;0.05859;0.06836;0.07813;0.08789;0.09766;0.10742;0.11719;0.12695;0.13672;0.14648;0.15625;0.16602;0.17578;0.18555;0.19531;0.20508;0.21484;0.22461;0.23438;0.24414;0.25391;0.26367;0.27344;0.2832;0.29297;0.30273;0.3125;0.32227;0.33203;0.3418;0.35156;0.36133;0.37109;0.38086;0.39063;0.40039;0.41016;0.41992;0.42969;0.43945;0.44922;0.45898;0.46875;0.47852;0.48828;0.49805;0.50781;0.51758;0.52734;0.53711;0.54688;0.55664;0.56641;0.57617;0.58594;0.5957;0.60547;0.61523;0.625;0.63477;0.64453;0.6543;0.66406;0.67383;0.68359;0.69336;0.70313;0.71289;0.72266;0.73242;0.74219;0.75195;0.76172;0.77148;0.78125;0.79102,0.009426944000000001;0.01598976;0.01155584;0.012706816000000001;0.018213887999999998;0.023883776000000002;0.033562624;0.059146239999999996;0.094424064;0.13540761599999998;0.209337344;0.36487475199999997;0.410729472;0.5143971840000001;0.379442176;0.370092032;0.379344896;0.27748352000000004;0.264551424;0.151217152;0.108960768;0.12283904;0.13114367999999998;0.168333312;0.111625216;0.06475878400000001;0.052088831999999995;0.085586944;0.092650496;0.041781248;0.025483264;0.031788032;0.033205248;0.032740352;0.020995072;0.032011264;0.020415488000000002;0.014650368;0.018214912;0.013433856;0.007814143999999999;0.009505791999999999;0.010809343999999999;0.0053288960000000005;0.007349248000000001;0.007140352;0.006701056;0.0065740799999999995;0.008185856;0.0047615999999999995;0.00245248;0.003756032;0.003141632;0.002778112;0.003009536;0.0026071040000000003;0.001750016;0.002837504;0.0032;0.0028723200000000003;0.002210816;0.0012001280000000002;0.001206272;0.0013895679999999999;0.001069056;0.001040384;0.00093696;0.001275904;0.0015697920000000002;0.00110592;0.0012247039999999999;0.001460224;0.001353728;0.000872448;0.00090112;0.000872448;0.000841728;0.00097792;0.0009768959999999999
1774229400,hdr,0.0293;0.03906;0.04883;0.05859;0.06836;0.07813;0.08789;0.09766;0.10742;0.11719;0.12695;0.13672;0.14648;0.15625;0.16602;0.17578;0.18555;0.19531;0.20508;0.21484;0.22461;0.23438;0.24414;0.25391;0.26367;0.27344;0.2832;0.29297;0.30273;0.3125;0.32227;0.33203;0.3418;0.35156;0.36133;0.37109;0.38086;0.39063;0.40039;0.41016;0.41992;0.42969;0.43945;0.44922;0.45898;0.46875;0.47852;0.48828;0.49805;0.50781;0.51758;0.52734;0.53711;0.54688;0.55664;0.56641;0.57617;0.58594;0.5957;0.60547;0.61523;0.625;0.63477;0.64453;0.6543;0.66406;0.67383;0.68359;0.69336;0.70313;0.71289;0.72266;0.73242;0.74219;0.75195;0.76172;0.77148;0.78125;0.79102,0.00716288;0.011725824;0.017974272;0.019667967999999997;0.015981567999999998;0.017594368;0.024836096000000002;0.039043072;0.11200716799999999;0.211725312;0.22229504;0.219734016;0.6906992639999999;0.797760512;0.340467712;0.245453824;0.366772224;0.255151104;0.14585651200000002;0.16682291200000002;0.179651584;0.1439232;0.15059865600000003;0.16870195200000002;0.12539699199999998;0.117398528;0.099949568;0.07683072;0.06843904;0.051491840000000004;0.051173376;0.042635264000000006;0.059382784;0.051330047999999996;0.036827136;0.025151488;0.019852288;0.010750975999999999;0.010809343999999999;0.00651776;0.007087104;0.009679871999999999;0.006567936000000001;0.006863871999999999;0.006640640000000001;0.004393983999999999;0.003984384;0.0032174079999999997;0.003883008;0.0050749440000000005;0.004322304;0.004912128;0.005295104;0.003165184;0.0032870399999999998;0.003254272;0.001744896;0.002847744;0.002880512;0.001488896;0.002204672;0.001936384;0.0017152;0.001225728;0.001670144;0.0019466239999999999;0.001307648;0.0014151679999999999;0.001634304;0.001405952;0.001139712;0.00171008;0.001683456;0.000933888;0.0009584639999999999;0.0008110079999999999;0.0007096320000000001;0.000787456;0.000781312
1774230300,hdr,0.0293;0.03906;0.04883;0.05859;0.06836;0.07813;0.08789;0.09766;0.10742;0.11719;0.12695;0.13672;0.14648;0.15625;0.16602;0.17578;0.18555;0.19531;0.20508;0.21484;0.22461;0.23438;0.24414;0.25391;0.26367;0.27344;0.2832;0.29297;0.30273;0.3125;0.32227;0.33203;0.3418;0.35156;0.36133;0.37109;0.38086;0.39063;0.40039;0.41016;0.41992;0.42969;0.43945;0.44922;0.45898;0.46875;0.47852;0.48828;0.49805;0.50781;0.51758;0.52734;0.53711;0.54688;0.55664;0.56641;0.57617;0.58594;0.5957;0.60547;0.61523;0.625;0.63477;0.64453;0.6543;0.66406;0.67383;0.68359;0.69336;0.70313;0.71289;0.72266;0.73242;0.74219;0.75195;0.76172;0.77148;0.78125;0.79102,0.00221184;0.009723903999999998;0.01579008;0.012342272;0.017242111999999997;0.015618048;0.018721792;0.048037888;0.134145024;0.206134272;0.396379136;0.605461504;0.8318402559999999;0.625611776;0.40695296000000003;0.33418444799999997;0.251682816;0.21313433599999998;0.14129151999999998;0.12224204799999999;0.1180928;0.130642944;0.111799296;0.109865984;0.121780224;0.07854592;0.053714944;0.058063872;0.062492672;0.04369408;0.04711424000000001;0.028179456;0.018977792;0.022715392;0.029627392;0.031016960000000003;0.020348928;0.011075584;0.008552448;0.012448768;0.009012224000000001;0.006933504;0.009485312;0.010116096000000002;0.009995264;0.00741888;0.005352448;0.005766143999999999;0.00575488;0.004491264;0.004605952;0.004552704;0.003822592;0.0028917760000000004;0.002420736;0.0029911039999999996;0.0029798399999999997;0.00283136;0.003040256;0.0025835520000000002;0.001579008;0.0016445440000000002;0.001534976;0.001750016;0.0016097280000000002;0.001824768;0.0013352960000000001;0.000986112;0.0013752319999999999;0.001860608;0.0015114240000000001;0.001005568;0.0008089600000000001;0.0010291200000000001;0.001030144;0.000984064;0.0009021439999999999;0.000607232;0.0007280640000000001
1774231200,hdr,0.0293;0.03906;0.04883;0.05859;0.06836;0.07813;0.08789;0.09766;0.10742;0.11719;0.12695;0.13672;0.14648;0.15625;0.16602;0.17578;0.18555;0.19531;0.20508;0.21484;0.22461;0.23438;0.24414;0.25391;0.26367;0.27344;0.2832;0.29297;0.30273;0.3125;0.32227;0.33203;0.3418;0.35156;0.36133;0.37109;0.38086;0.39063;0.40039;0.41016;0.41992;0.42969;0.43945;0.44922;0.45898;0.46875;0.47852;0.48828;0.49805;0.50781;0.51758;0.52734;0.53711;0.54688;0.55664;0.56641;0.57617;0.58594;0.5957;0.60547;0.61523;0.625;0.63477;0.64453;0.6543;0.66406;0.67383;0.68359;0.69336;0.70313;0.71289;0.72266;0.73242;0.74219;0.75195;0.76172;0.77148;0.78125;0.79102,0.004299776;0.0034078719999999997;0.006157312;0.011469823999999998;0.023643136;0.026730496;0.022169599999999998;0.0446464;0.06651392;0.177804288;0.366130176;0.642981888;0.908126208;0.768768;0.542112768;0.537873408;0.340493312;0.287849472;0.21135872;0.124015616;0.09515724799999999;0.08220979199999999;0.07842918400000001;0.11353190399999999;0.08367206400000002;0.050691072;0.046261248;0.0721408;0.0406784;0.033014784;0.02034176;0.014577664;0.018405376;0.01724416;0.022598655999999998;0.025511936;0.016019456;0.009037824;0.010900479999999999;0.013405184;0.011229184;0.010140672;0.005982207999999999;0.00529408;0.006415359999999999;0.006576128;0.003376128;0.00296448;0.0022937599999999997;0.004378624000000001;0.003955712;0.002577408;0.0032839680000000004;0.004323328;0.003447808;0.0025200640000000002;0.001805312;0.001462272;0.0013701120000000002;0.001581056;0.0014151679999999999;0.001575936;0.001562624;0.0011356159999999999;0.000764928;0.000999424;0.0011755519999999998;0.0009472;0.0008355839999999999;0.0006184960000000001;0.000908288;0.0013240320000000002;0.001504256;0.000744448;0.000717824;0.0006696959999999999;0.000738304;0.000966656;0.000858112
1774232100,hdr,0.0293;0.03906;0.04883;0.05859;0.06836;0.07813;0.08789;0.09766;0.10742;0.11719;0.12695;0.13672;0.14648;0.15625;0.16602;0.17578;0.18555;0.19531;0.20508;0.21484;0.22461;0.23438;0.24414;0.25391;0.26367;0.27344;0.2832;0.29297;0.30273;0.3125;0.32227;0.33203;0.3418;0.35156;0.36133;0.37109;0.38086;0.39063;0.40039;0.41016;0.41992;0.42969;0.43945;0.44922;0.45898;0.46875;0.47852;0.48828;0.49805;0.50781;0.51758;0.52734;0.53711;0.54688;0.55664;0.56641;0.57617;0.58594;0.5957;0.60547;0.61523;0.625;0.63477;0.64453;0.6543;0.66406;0.67383;0.68359;0.69336;0.70313;0.71289;0.72266;0.73242;0.74219;0.75195;0.76172;0.77148;0.78125;0.79102,0.011830272000000001;0.013932544;0.015604736000000001;0.026447872;0.026467328;0.015280127999999999;0.014857215999999998;0.07581593599999999;0.1016576;0.1253376;0.2933248;0.436680704;0.5192192;0.764123136;0.524494848;0.367862784;0.29807103999999995;0.305731584;0.30748876799999997;0.290144256;0.21847040000000004;0.141057024;0.074279936;0.09976832000000001;0.061063168;0.066188288;0.056956928;0.064827392;0.06817689599999999;0.04859392;0.025068543999999998;0.02269696;0.028977152000000003;0.022216704;0.017128448;0.015316992;0.010563584;0.014185472000000001;0.014600192;0.012568576000000001;0.010216448;0.010384384;0.006788096;0.005594112;0.006482943999999999;0.004352;0.0031815679999999996;0.004554752;0.004037632;0.003917824;0.003460096;0.003777536;0.00291328;0.003454976;0.0032511999999999997;0.004048896000000001;0.0032849919999999996;0.001816576;0.001486848;0.0018442240000000002;0.00197632;0.001501184;0.001432576;0.00170496;0.001717248;0.0013557760000000002;0.001000448;0.001168384;0.001117184;0.0010598399999999998;0.001032192;0.000756736;0.000766976;0.000800768;0.0009482239999999999;0.000907264;0.000550912;0.000484352;0.000896
