Epoch Time,Processing Source,Latitude (deg),Longitude (deg),Significant Wave Height (m),Peak Period (s),Mean Period (s),Peak Direction (deg),Peak Directional Spread (deg),Mean Direction (deg),Mean Directional Spread (deg),Wind Speed (m/s),Wind Direction (deg),Partition0 Start Frequency (hz),Partition0 End Frequency (hz),Partition0 Significant Wave Height (m),Partition0 Mean Period (s),Partition0 Mean Direction (deg),Partition0 Mean Directional Spread (deg),Partition1 Start Frequency (hz),Partition1 End Frequency (hz),Partition1 Significant Wave Height (m),Partition1 Mean Period (s),Partition1 Mean Direction (deg),Partition1 Mean Directional Spread (deg)
1778889600,hdr,43.4374312,-70.3495185,1.54,11.378,7.517,152.12,27.522,149.863,33.519,4.66,108,0.029296875,0.126953125,1.22,10.617,153.243,29.283,0.126953125,0.80078125,0.938,5.032,143.364,39.318
1778890500,hdr,43.4374743,-70.3495147,1.427,11.378,7.253,143.493,28.409,145.648,32.414,4.33,93,0.029296875,0.126953125,1.046,10.758,147.003,30.547,0.126953125,0.80078125,0.971,5.264,144.681,34.768
1778890800,embedded,43.4374333,-70.3495,1.47,11.38,7.38,150.108,26.084,149.233,33.474,4.0,114,,,,,,,,,,,,
1778891400,hdr,43.4374802,-70.3495238,1.382,8.533,7.099,159.759,22.94,149.549,33.18,3.57,111,0.029296875,0.126953125,1.018,10.375,151.903,30.048,0.126953125,0.80078125,0.934,5.161,145.91,37.82
1778892300,hdr,43.437498,-70.3494627,1.382,11.378,7.271,145.554,26.293,147.943,35.068,3.72,108,0.029296875,0.126953125,1.06,10.778,151.027,30.839,0.126953125,0.80078125,0.886,4.962,143.212,40.387
1778892600,embedded,43.4374833,-70.34945,1.4,11.38,7.16,144.23,26.087,147.826,35.36,4.0,102,,,,,,,,,,,,
1778893200,hdr,43.4374875,-70.3494045,1.495,10.24,7.424,155.77,24.881,149.817,34.648,4.25,140,0.029296875,0.126953125,1.159,10.684,152.014,29.503,0.126953125,0.80078125,0.943,5.083,146.175,41.029
1778894100,hdr,43.4374752,-70.3493877,1.417,10.24,7.54,151.991,23.545,147.574,35.013,3.08,92,0.029296875,0.126953125,1.118,10.488,150.633,29.686,0.126953125,0.80078125,0.87,5.153,141.521,42.481
1778894400,embedded,43.43745,-70.3494,1.44,10.24,7.54,153.408,23.929,149.65,34.903,3.2,148,,,,,,,,,,,,
1778895000,hdr,43.4374232,-70.349398,1.316,11.378,7.126,155.598,25.134,150.627,36.122,4.12,94,0.029296875,0.126953125,0.966,10.893,154.616,30.13,0.126953125,0.80078125,0.893,5.073,146.055,42.129
1778895900,hdr,43.4374138,-70.3493825,1.346,10.24,6.727,147.305,30.409,142.738,36.849,5.89,85,0.029296875,0.126953125,0.938,10.61,147.607,32.7,0.126953125,0.80078125,0.965,4.999,138.477,40.548
1778896200,embedded,43.4374,-70.3493833,1.3,10.24,6.88,149.459,29.913,146.149,38.679,4.0,85,,,,,,,,,,,,
1778896800,hdr,43.4373865,-70.3494173,1.252,10.24,7.269,145.933,27.894,146.146,38.74,3.14,91,0.029296875,0.126953125,0.956,10.651,145.379,35.599,0.126953125,0.80078125,0.809,5.037,148.465,45.037
1778897700,hdr,43.4373932,-70.349454,1.259,10.24,7.078,144.443,26.912,144.401,38.365,4.08,94,0.029296875,0.126953125,0.925,10.948,147.452,34.152,0.126953125,0.80078125,0.854,5.003,142.126,44.177
1778898000,embedded,43.4374,-70.3494333,1.27,10.24,7.26,145.935,29.121,146.51,38.355,2.8,85,,,,,,,,,,,,
1778898600,hdr,43.4374217,-70.3495147,1.413,10.24,7.688,147.327,29.252,145.821,34.182,3.34,134,0.029296875,0.126953125,1.106,10.61,147.674,30.905,0.126953125,0.80078125,0.88,5.357,142.542,40.099
1778899500,hdr,43.4374085,-70.3495705,1.194,11.378,7.061,144.975,38.585,144.384,40.3,3.45,139,0.029296875,0.126953125,0.85,10.938,148.133,39.056,0.126953125,0.80078125,0.839,5.177,141.298,41.285
1778899800,embedded,43.43745,-70.3496333,1.3,10.24,7.46,153.32,29.123,147.035,36.932,2.8,108,,,,,,,,,,,,
1778900400,hdr,43.4374755,-70.3496353,1.218,10.24,7.169,149.143,28.431,144.189,38.616,3.22,94,0.029296875,0.126953125,0.927,10.913,148.176,31.618,0.126953125,0.80078125,0.789,4.868,138.941,46.388
1778901300,hdr,43.4375015,-70.3496135,1.23,11.378,7.434,148.377,29.076,146.588,36.953,3.43,87,0.029296875,0.126953125,0.946,10.847,148.676,32.955,0.126953125,0.80078125,0.785,5.1,144.107,42.449
1778901600,embedded,43.4374833,-70.3496167,1.2,11.38,7.32,144.432,30.271,145.443,38.832,3.2,91,,,,,,,,,,,,
1778902200,hdr,43.4374643,-70.3496122,1.159,11.378,7.275,145.566,33.822,144.5,38.679,2.8,93,0.029296875,0.126953125,0.891,10.812,147.314,33.56,0.126953125,0.80078125,0.741,4.937,140.636,44.811
1778903100,hdr,43.4374027,-70.3496023,1.303,10.24,7.759,144.838,25.712,145.667,34.064,3.57,108,0.029296875,0.126953125,1.098,10.895,148.617,27.848,0.126953125,0.80078125,0.703,4.557,138.338,45.909
1778903400,embedded,43.4373833,-70.3495833,1.26,11.38,7.62,146.628,28.316,146.214,35.612,3.2,91,,,,,,,,,,,,
1778904000,hdr,43.437349,-70.3494595,1.235,12.799,7.401,149.47,28.226,146.233,36.584,3.58,95,0.029296875,0.126953125,0.981,10.975,149.745,33.195,0.126953125,0.80078125,0.749,4.751,140.441,41.037
1778904900,hdr,43.4373442,-70.349459,1.267,11.378,7.42,152.483,29.006,148.141,38.63,3.68,112,0.029296875,0.126953125,1.025,10.694,154.698,31.46,0.126953125,0.80078125,0.745,4.698,129.504,49.508
1778905200,embedded,43.4373333,-70.3494667,1.24,11.38,7.46,148.473,29.297,146.808,37.98,3.6,97,,,,,,,,,,,,
1778905800,hdr,43.4373432,-70.3494745,1.335,10.24,7.729,151.536,23.682,145.498,35.996,2.86,121,0.029296875,0.126953125,1.109,10.616,151.214,28.55,0.126953125,0.80078125,0.742,4.808,127.449,48.428
1778906700,hdr,43.4373413,-70.3494412,1.358,10.24,7.519,150.575,24.75,148.054,35.138,3.31,114,0.029296875,0.126953125,1.104,10.927,152.047,26.476,0.126953125,0.80078125,0.791,4.677,138.425,48.453
1778907000,embedded,43.4373333,-70.3494333,1.34,10.24,7.52,149.761,25.54,147.756,36.673,2.8,131,,,,,,,,,,,,
1778907600,hdr,43.4373708,-70.3494183,1.268,11.378,7.679,151.602,28.972,146.903,36.137,2.93,102,0.029296875,0.126953125,1.042,10.851,149.875,31.583,0.126953125,0.80078125,0.723,4.778,139.84,44.047
1778908500,hdr,43.4373772,-70.3493713,1.307,11.378,7.566,161.194,25.161,155.243,34.693,2.74,143,0.029296875,0.126953125,1.051,10.717,159.046,30.304,0.126953125,0.80078125,0.776,4.916,146.409,41.986
1778908800,embedded,43.4373833,-70.34935,1.31,11.38,7.68,153.892,28.371,151.168,35.62,2.8,125,,,,,,,,,,,,
1778909400,hdr,43.4374595,-70.3493302,1.331,11.378,7.879,143.687,27.686,147.155,33.036,2.89,124,0.029296875,0.126953125,1.121,10.857,148.68,29.99,0.126953125,0.80078125,0.716,4.712,143.077,39.887
1778910300,hdr,43.4374268,-70.3493295,1.304,11.378,7.377,150.028,33.451,150.121,34.257,3.23,132,0.029296875,0.126953125,1.045,10.656,152.562,31.424,0.126953125,0.80078125,0.78,4.752,144.352,39.27
1778910600,embedded,43.4374333,-70.3493,1.32,10.24,7.62,156.025,28.015,150.534,34.308,2.8,125,,,,,,,,,,,,
1778911200,hdr,43.4374443,-70.3492888,1.249,10.24,7.035,148.457,30.04,148.843,35.682,4.43,114,0.029296875,0.126953125,0.975,10.457,149.233,30.788,0.126953125,0.80078125,0.78,4.656,148.105,44.177
1778912100,hdr,43.4373945,-70.3493233,1.457,11.378,7.537,151.127,25.53,147.484,31.962,4.08,139,0.029296875,0.126953125,1.187,10.943,149.879,25.117,0.126953125,0.80078125,0.844,4.667,140.835,44.126
1778912400,embedded,43.4374,-70.3493,1.39,11.38,7.48,151.37,25.925,148.664,33.882,3.2,142,,,,,,,,,,,,
1778913000,hdr,43.4373575,-70.3494127,1.377,11.378,7.586,150.719,23.643,146.22,31.619,4.12,141,0.029296875,0.126953125,1.134,10.75,148.755,26.213,0.126953125,0.80078125,0.781,4.681,139.221,42.281
