Epoch Time,Processing Source,Latitude (deg),Longitude (deg),Significant Wave Height (m),Peak Period (s),Mean Period (s),Peak Direction (deg),Peak Directional Spread (deg),Mean Direction (deg),Mean Directional Spread (deg),Wind Speed (m/s),Wind Direction (deg),Partition0 Start Frequency (hz),Partition0 End Frequency (hz),Partition0 Significant Wave Height (m),Partition0 Mean Period (s),Partition0 Mean Direction (deg),Partition0 Mean Directional Spread (deg),Partition1 Start Frequency (hz),Partition1 End Frequency (hz),Partition1 Significant Wave Height (m),Partition1 Mean Period (s),Partition1 Mean Direction (deg),Partition1 Mean Directional Spread (deg)
1775260800,hdr,43.4375447,-70.349339,0.814,7.877,5.081,146.579,25.137,144.012,32.654,5.39,145,0.029296875,0.126953125,0.305,9.215,146.853,38.659,0.126953125,0.80078125,0.755,4.733,144.087,32.199
1775261700,hdr,43.4375687,-70.3493518,0.825,7.877,5.145,149.717,23.803,145.553,32.473,3.67,158,0.029296875,0.126953125,0.336,9.062,156.224,35.456,0.126953125,0.80078125,0.753,4.738,143.874,32.431
1775262000,embedded,43.43755,-70.34935,0.84,7.88,5.24,147.268,24.638,145.313,33.779,3.6,137,,,,,,,,,,,,
1775262600,hdr,43.4375713,-70.3493467,0.875,7.877,5.271,149.277,24.331,145.024,33.157,3.19,146,0.029296875,0.126953125,0.343,9.188,150.508,40.745,0.126953125,0.80078125,0.805,4.892,144.403,32.365
1775263500,hdr,43.4375663,-70.3493422,0.899,7.314,5.312,146.892,25.665,146.851,32.714,3.79,146,0.029296875,0.126953125,0.359,9.236,151.955,37.552,0.126953125,0.80078125,0.824,4.914,145.961,32.4
1775263800,embedded,43.4375667,-70.3493333,0.89,7.88,5.32,150.085,25.915,147.513,34.991,3.6,142,,,,,,,,,,,,
1775264400,hdr,43.4375553,-70.3493498,0.895,7.314,5.315,139.906,28.441,143.703,35.871,4.14,160,0.029296875,0.126953125,0.365,9.363,152.52,37.045,0.126953125,0.80078125,0.817,4.894,141.715,35.542
1775265300,hdr,43.4375495,-70.3493718,0.885,7.877,5.406,153.994,25.886,148.674,35.809,3.56,152,0.029296875,0.126953125,0.399,9.204,153.709,40.03,0.126953125,0.80078125,0.791,4.893,148.009,35.439
1775265600,embedded,43.43755,-70.3493667,0.89,7.88,5.3,148.916,28.463,146.607,37.723,3.2,160,,,,,,,,,,,,
1775266200,hdr,43.4375562,-70.349426,0.946,7.877,5.617,148.415,26.483,145.402,33.493,4.07,147,0.029296875,0.126953125,0.349,9.376,155.114,40.484,0.126953125,0.80078125,0.879,5.282,144.334,32.392
1775267100,hdr,43.437563,-70.3494382,0.985,7.877,5.564,147.321,32.975,142.051,34.23,3.68,140,0.029296875,0.126953125,0.397,9.173,147.335,34.213,0.126953125,0.80078125,0.902,5.17,141.406,35.038
