Epoch Time,Processing Source,Latitude (deg),Longitude (deg),Significant Wave Height (m),Peak Period (s),Mean Period (s),Peak Direction (deg),Peak Directional Spread (deg),Mean Direction (deg),Mean Directional Spread (deg),Wind Speed (m/s),Wind Direction (deg),Partition0 Start Frequency (hz),Partition0 End Frequency (hz),Partition0 Significant Wave Height (m),Partition0 Mean Period (s),Partition0 Mean Direction (deg),Partition0 Mean Directional Spread (deg),Partition1 Start Frequency (hz),Partition1 End Frequency (hz),Partition1 Significant Wave Height (m),Partition1 Mean Period (s),Partition1 Mean Direction (deg),Partition1 Mean Directional Spread (deg)
1778630400,hdr,43.4374088,-70.3494032,0.541,8.533,6.889,153.57,39.646,151.883,53.954,2.16,182,0.029296875,0.126953125,0.409,11.551,150.491,53.602,0.126953125,0.80078125,0.355,4.485,153.342,50.551
1778631300,hdr,43.4374022,-70.3494142,0.477,7.314,6.206,145.299,27.193,152.052,43.186,1.67,187,0.029296875,0.126953125,0.308,10.843,149.682,44.033,0.126953125,0.80078125,0.364,4.753,152.545,41.363
1778631600,embedded,43.4374,-70.3494,0.49,9.3,6.22,146.828,29.211,151.653,42.038,1.6,177,,,,,,,,,,,,
1778632200,hdr,43.437408,-70.3494063,0.458,7.877,6.038,145.66,28.286,151.384,40.055,1.51,176,0.029296875,0.126953125,0.288,10.575,147.912,37.974,0.126953125,0.80078125,0.355,4.705,152.541,41.019
1778633100,hdr,43.4374165,-70.3493902,0.446,7.877,5.958,151.983,30.346,157.357,44.055,1.58,173,0.029296875,0.126953125,0.271,10.104,156.913,44.146,0.126953125,0.80078125,0.354,4.804,156.749,43.56
1778633400,embedded,43.4374,-70.3493833,0.44,7.88,5.96,147.823,30.023,153.646,43.54,1.6,182,,,,,,,,,,,,
1778634000,hdr,43.4374202,-70.3493962,0.408,8.533,6.039,156.158,35.449,154.252,43.326,1.62,179,0.029296875,0.126953125,0.27,10.535,151.228,40.0,0.126953125,0.80078125,0.306,4.538,154.968,45.584
1778634900,hdr,43.4374153,-70.3493923,0.479,8.533,6.43,153.444,30.405,155.415,40.176,1.8,200,0.029296875,0.126953125,0.327,10.429,153.186,38.887,0.126953125,0.80078125,0.349,4.812,156.429,41.24
1778635200,embedded,43.4374,-70.3493833,0.45,7.88,6.26,156.657,34.701,154.819,42.591,1.6,194,,,,,,,,,,,,
1778635800,hdr,43.4374238,-70.3493723,0.466,12.799,6.714,151.067,29.646,154.165,40.437,1.21,186,0.029296875,0.126953125,0.34,10.969,156.198,37.541,0.126953125,0.80078125,0.319,4.663,149.798,43.304
1778636700,hdr,43.4374133,-70.3493823,0.408,8.533,6.289,160.679,28.348,156.754,45.404,1.25,185,0.029296875,0.126953125,0.278,10.227,158.335,46.819,0.126953125,0.80078125,0.298,4.707,153.835,45.53
1778637000,embedded,43.4374,-70.3493833,0.43,8.54,6.54,156.961,33.238,154.421,43.565,1.2,188,,,,,,,,,,,,
1778637600,hdr,43.4374107,-70.3493855,0.403,8.533,6.437,151.744,30.91,152.544,40.463,1.46,194,0.029296875,0.126953125,0.278,10.622,151.453,37.735,0.126953125,0.80078125,0.291,4.734,152.64,42.982
1778638500,hdr,43.4374032,-70.3493965,0.414,8.533,6.525,148.55,26.118,150.196,40.632,1.38,185,0.029296875,0.126953125,0.303,10.288,148.914,38.957,0.126953125,0.80078125,0.282,4.593,151.217,42.785
1778638800,embedded,43.4374,-70.3493833,0.4,8.54,6.5,149.18,29.638,152.302,42.122,1.2,194,,,,,,,,,,,,
1778639400,hdr,43.4374043,-70.3493922,0.419,11.378,6.759,153.782,31.214,156.713,38.704,1.21,181,0.029296875,0.126953125,0.317,10.666,155.166,35.488,0.126953125,0.80078125,0.273,4.532,157.72,43.44
1778640300,hdr,43.437411,-70.3493862,0.384,8.533,6.365,152.204,29.06,156.676,39.067,1.48,187,0.029296875,0.126953125,0.271,10.083,154.894,39.198,0.126953125,0.80078125,0.271,4.646,158.472,40.977
1778640600,embedded,43.4374,-70.3493833,0.4,9.3,6.64,152.203,28.753,155.033,40.299,1.2,182,,,,,,,,,,,,
1778641200,hdr,43.43741,-70.3493858,0.403,9.309,6.616,145.469,28.639,150.158,37.929,1.07,175,0.029296875,0.126953125,0.304,10.221,146.384,34.071,0.126953125,0.80078125,0.264,4.508,154.451,42.879
1778642100,hdr,43.43741,-70.3493815,0.369,7.877,6.209,150.942,28.225,155.473,40.199,1.24,186,0.029296875,0.126953125,0.244,10.255,153.351,42.547,0.126953125,0.80078125,0.277,4.759,155.711,38.98
1778642400,embedded,43.4374,-70.3493833,0.38,7.88,6.36,151.939,29.139,151.401,40.392,1.2,188,,,,,,,,,,,,
1778643000,hdr,43.4374127,-70.3493732,0.352,12.799,6.308,138.526,21.936,152.704,39.277,1.02,184,0.029296875,0.126953125,0.252,10.725,143.131,35.933,0.126953125,0.80078125,0.246,4.398,161.199,41.983
1778643900,hdr,43.4374163,-70.3493727,0.357,8.533,6.023,142.522,28.182,150.848,36.68,1.84,175,0.029296875,0.126953125,0.245,10.306,145.179,35.189,0.126953125,0.80078125,0.26,4.401,154.49,39.805
1778644200,embedded,43.4374167,-70.3493667,0.35,8.54,6.0,145.233,32.76,151.36,40.638,1.6,177,,,,,,,,,,,,
1778644800,hdr,43.4374242,-70.3493708,0.359,8.533,5.749,146.233,33.896,155.12,37.7,2.32,177,0.029296875,0.126953125,0.245,10.323,147.317,34.601,0.126953125,0.80078125,0.263,4.151,160.644,40.356
1778645700,hdr,43.4374165,-70.349368,0.349,12.799,6.126,153.32,27.313,157.0,37.727,1.27,174,0.029296875,0.126953125,0.26,10.884,153.353,35.198,0.126953125,0.80078125,0.233,3.971,160.42,41.986
1778646000,embedded,43.4374167,-70.3493667,0.35,8.54,5.88,151.767,32.309,153.635,40.287,1.6,177,,,,,,,,,,,,
1778646600,hdr,43.437419,-70.3493632,0.341,11.378,5.651,153.451,36.577,161.166,42.678,1.64,180,0.029296875,0.126953125,0.235,11.057,153.886,42.003,0.126953125,0.80078125,0.247,3.909,164.027,43.715
1778647500,hdr,43.4374115,-70.3493645,0.341,8.533,5.992,154.783,32.015,157.952,39.549,1.18,187,0.029296875,0.126953125,0.247,10.828,154.472,37.734,0.126953125,0.80078125,0.236,4.026,159.461,42.635
1778647800,embedded,43.4374167,-70.34935,0.34,11.38,5.82,156.218,34.442,157.302,42.918,1.2,188,,,,,,,,,,,,
1778648400,hdr,43.4374262,-70.3493528,0.338,10.24,5.614,147.116,29.758,158.697,38.249,1.71,184,0.029296875,0.126953125,0.237,10.65,147.842,35.334,0.126953125,0.80078125,0.241,3.854,168.134,41.154
1778649300,hdr,43.4374305,-70.3493575,0.365,8.533,5.861,149.035,25.378,155.371,35.686,1.65,182,0.029296875,0.126953125,0.251,10.469,149.228,33.783,0.126953125,0.80078125,0.265,4.205,159.464,38.363
1778649600,embedded,43.4374167,-70.34935,0.35,10.24,5.7,146.275,27.617,153.898,39.892,1.6,182,,,,,,,,,,,,
1778650200,hdr,43.4374363,-70.3493558,0.36,10.24,5.562,145.671,25.802,160.036,38.112,1.86,183,0.029296875,0.126953125,0.244,10.672,150.568,38.109,0.126953125,0.80078125,0.264,3.95,166.672,37.856
1778651100,hdr,43.4374442,-70.3493505,0.341,12.799,5.54,154.451,30.182,159.902,40.214,1.54,180,0.029296875,0.126953125,0.24,11.573,151.801,38.351,0.126953125,0.80078125,0.241,3.649,165.102,40.789
1778651400,embedded,43.4374333,-70.34935,0.35,10.24,5.42,147.385,26.141,157.137,40.939,2.0,182,,,,,,,,,,,,
1778652000,hdr,43.437436,-70.3493603,0.353,7.877,5.354,141.453,26.12,156.877,35.388,2.06,183,0.029296875,0.126953125,0.229,10.741,152.117,34.483,0.126953125,0.80078125,0.269,3.928,158.852,37.074
1778652900,hdr,43.437427,-70.3493607,0.354,10.24,5.503,134.237,27.19,151.455,37.046,1.49,185,0.029296875,0.126953125,0.238,11.132,141.032,34.836,0.126953125,0.80078125,0.262,3.886,158.091,38.14
1778653200,embedded,43.4374167,-70.34935,0.36,10.24,5.48,146.101,26.397,152.118,38.035,1.6,182,,,,,,,,,,,,
1778653800,hdr,43.4374347,-70.3493655,0.367,8.533,5.251,148.687,28.271,158.698,34.886,2.13,183,0.029296875,0.126953125,0.247,10.977,152.545,32.282,0.126953125,0.80078125,0.271,3.667,161.031,38.5
1778654700,hdr,43.4374535,-70.3493508,0.332,7.877,5.051,147.869,24.637,157.973,35.529,1.65,178,0.029296875,0.126953125,0.201,10.449,151.425,35.095,0.126953125,0.80078125,0.264,3.891,160.069,36.457
1778655000,embedded,43.43745,-70.34935,0.34,7.88,5.06,148.76,29.338,156.367,38.191,2.0,182,,,,,,,,,,,,
1778655600,hdr,43.4374502,-70.3493552,0.324,8.533,4.95,153.088,25.155,159.735,35.25,1.51,174,0.029296875,0.126953125,0.199,10.348,153.569,31.659,0.126953125,0.80078125,0.255,3.763,161.528,39.171
1778656500,hdr,43.437461,-70.3493577,0.34,7.314,5.309,148.517,26.203,159.855,33.438,1.61,180,0.029296875,0.126953125,0.22,11.034,155.618,30.612,0.126953125,0.80078125,0.258,3.857,160.162,37.262
1778656800,embedded,43.43745,-70.34935,0.33,7.32,5.0,146.347,32.089,157.502,38.298,1.6,177,,,,,,,,,,,,
1778657400,hdr,43.4374505,-70.3493623,0.337,7.314,5.059,146.33,30.931,156.995,40.105,1.66,186,0.029296875,0.126953125,0.19,10.902,149.865,43.717,0.126953125,0.80078125,0.278,4.048,158.705,38.017
1778658300,hdr,43.4374532,-70.3493783,0.328,8.533,5.139,149.833,24.933,156.087,37.862,1.76,186,0.029296875,0.126953125,0.213,10.735,149.955,33.05,0.126953125,0.80078125,0.249,3.725,157.006,42.348
1778658600,embedded,43.4374333,-70.3493833,0.33,7.32,5.14,141.553,34.015,152.999,40.746,1.6,182,,,,,,,,,,,,
1778659200,hdr,43.4374445,-70.3494102,0.343,7.314,5.298,143.746,30.15,155.312,39.694,1.82,182,0.029296875,0.126953125,0.211,11.624,150.764,38.639,0.126953125,0.80078125,0.27,3.97,155.382,39.658
1778660100,hdr,43.4374373,-70.349418,0.33,7.877,4.902,144.394,28.826,161.055,41.162,3.1,180,0.029296875,0.126953125,0.193,11.513,153.472,42.605,0.126953125,0.80078125,0.267,3.77,161.613,40.705
1778660400,embedded,43.4374333,-70.3494333,0.34,7.88,5.24,142.252,30.934,155.755,42.596,2.4,182,,,,,,,,,,,,
1778661000,hdr,43.437433,-70.3494292,0.363,12.799,5.667,147.166,29.42,155.174,40.669,1.67,179,0.029296875,0.126953125,0.237,12.333,149.761,38.902,0.126953125,0.80078125,0.274,4.039,156.16,40.33
1778661900,hdr,43.4374325,-70.3494928,0.345,11.378,5.48,148.355,32.481,158.15,41.782,2.33,189,0.029296875,0.126953125,0.221,11.41,146.092,39.414,0.126953125,0.80078125,0.264,4.02,163.161,42.263
