Epoch Time,Processing Source,f,varianceDensity
1785283200,hdr,0.0293;0.03906;0.04883;0.05859;0.06836;0.07813;0.08789;0.09766;0.10742;0.11719;0.12695;0.13672;0.14648;0.15625;0.16602;0.17578;0.18555;0.19531;0.20508;0.21484;0.22461;0.23438;0.24414;0.25391;0.26367;0.27344;0.2832;0.29297;0.30273;0.3125;0.32227;0.33203;0.3418;0.35156;0.36133;0.37109;0.38086;0.39063;0.40039;0.41016;0.41992;0.42969;0.43945;0.44922;0.45898;0.46875;0.47852;0.48828;0.49805;0.50781;0.51758;0.52734;0.53711;0.54688;0.55664;0.56641;0.57617;0.58594;0.5957;0.60547;0.61523;0.625;0.63477;0.64453;0.6543;0.66406;0.67383;0.68359;0.69336;0.70313;0.71289;0.72266;0.73242;0.74219;0.75195;0.76172;0.77148;0.78125;0.79102,0.005096447999999999;0.01724928;0.009020416000000002;0.004345856;0.009412608;0.014306304;0.036586495999999996;0.08121651199999999;0.196426752;0.1909504;0.25332736;0.228171776;0.1341184;0.0735744;0.037620736;0.02867712;0.021686271999999996;0.021225472000000002;0.022120448;0.03229696;0.04967321599999999;0.07406182400000001;0.09640550399999999;0.101190656;0.16547430400000002;0.112749568;0.095382528;0.128764928;0.077594624;0.055497728;0.101202944;0.07220838399999999;0.042859520000000005;0.037211136000000006;0.026981376;0.033969152;0.02637824;0.021716992;0.01669632;0.01605632;0.014271487999999999;0.015659008;0.013947903999999999;0.015058944;0.016472063999999998;0.012572672;0.008189952;0.005618688;0.009929728;0.007723008;0.006135808;0.004210688;0.004511744000000001;0.007523328;0.007800832;0.006004736;0.005921792;0.004292608;0.0055459839999999995;0.0050749440000000005;0.0034908160000000003;0.004320256;0.00474112;0.003741696;0.003823616;0.004360192;0.003428352;0.002379776;0.00267264;0.0024545279999999997;0.003513344;0.0037345280000000004;0.00177152;0.0017018880000000001;0.0020930559999999994;0.001910784;0.0014448640000000001;0.001707008;0.001682432
1785284100,hdr,0.0293;0.03906;0.04883;0.05859;0.06836;0.07813;0.08789;0.09766;0.10742;0.11719;0.12695;0.13672;0.14648;0.15625;0.16602;0.17578;0.18555;0.19531;0.20508;0.21484;0.22461;0.23438;0.24414;0.25391;0.26367;0.27344;0.2832;0.29297;0.30273;0.3125;0.32227;0.33203;0.3418;0.35156;0.36133;0.37109;0.38086;0.39063;0.40039;0.41016;0.41992;0.42969;0.43945;0.44922;0.45898;0.46875;0.47852;0.48828;0.49805;0.50781;0.51758;0.52734;0.53711;0.54688;0.55664;0.56641;0.57617;0.58594;0.5957;0.60547;0.61523;0.625;0.63477;0.64453;0.6543;0.66406;0.67383;0.68359;0.69336;0.70313;0.71289;0.72266;0.73242;0.74219;0.75195;0.76172;0.77148;0.78125;0.79102,0.00384;0.009755648;0.00841216;0.006526976;0.01156608;0.026523648;0.038508544;0.130583552;0.28917247999999995;0.29103104;0.277651456;0.227181568;0.10133504;0.088137728;0.067243008;0.027170816;0.01731584;0.0365312;0.035406848;0.051365888;0.102484992;0.09733222400000001;0.148819968;0.186310656;0.114825216;0.109284352;0.154611712;0.15190016;0.142580736;0.072854528;0.034903039999999996;0.01842176;0.027619328;0.028798976;0.023510015999999998;0.022187007999999998;0.019278848;0.023522304;0.02128896;0.025290752;0.021284863999999997;0.011681792;0.011155455999999998;0.008711168000000002;0.010697727999999998;0.013906944;0.018317312000000002;0.0132096;0.011927552;0.010533887999999998;0.004487168;0.005435392;0.0048609280000000005;0.004896768;0.005121024;0.004716544;0.00554496;0.006060031999999999;0.004632576;0.003946496;0.00267264;0.003500032;0.003708928;0.0032808959999999997;0.002405376;0.002004992;0.002445312;0.002021376;0.001618944;0.002056192;0.0014653440000000002;0.001727488;0.001477632;0.001149952;0.00111104;0.000970752;0.0008663039999999999;0.001129472;0.00134656
1785285000,hdr,0.0293;0.03906;0.04883;0.05859;0.06836;0.07813;0.08789;0.09766;0.10742;0.11719;0.12695;0.13672;0.14648;0.15625;0.16602;0.17578;0.18555;0.19531;0.20508;0.21484;0.22461;0.23438;0.24414;0.25391;0.26367;0.27344;0.2832;0.29297;0.30273;0.3125;0.32227;0.33203;0.3418;0.35156;0.36133;0.37109;0.38086;0.39063;0.40039;0.41016;0.41992;0.42969;0.43945;0.44922;0.45898;0.46875;0.47852;0.48828;0.49805;0.50781;0.51758;0.52734;0.53711;0.54688;0.55664;0.56641;0.57617;0.58594;0.5957;0.60547;0.61523;0.625;0.63477;0.64453;0.6543;0.66406;0.67383;0.68359;0.69336;0.70313;0.71289;0.72266;0.73242;0.74219;0.75195;0.76172;0.77148;0.78125;0.79102,0.0036116480000000003;0.006159360000000001;0.007010304;0.006075392;0.006078464;0.018300928;0.04386918399999999;0.145830912;0.290541568;0.31811891200000003;0.3272192;0.218959872;0.10621952;0.08197632;0.05367808;0.047853568;0.041837568;0.030288896;0.042635264000000006;0.059328512;0.063031296;0.091769856;0.168129536;0.20481024;0.180023296;0.166795264;0.07662489600000001;0.073321472;0.08462745599999999;0.068402176;0.035668992000000004;0.030538752;0.031747072;0.031853568;0.03445248;0.021916671999999998;0.014876671999999999;0.019392511999999997;0.021843968000000002;0.019575807999999997;0.014586880000000002;0.01267712;0.010473472;0.013455360000000001;0.012093439999999999;0.01135616;0.006075392;0.006475776;0.01004032;0.007422976;0.006915072;0.007240704;0.00594432;0.003538944;0.0036433919999999996;0.004600831999999999;0.00517632;0.005884928000000001;0.004557824;0.003043328;0.003050496;0.005243904;0.004513791999999999;0.004153344;0.0037632;0.0028487680000000002;0.0027023359999999996;0.002614272;0.0028385280000000003;0.002020352;0.00141824;0.001102848;0.0015984640000000002;0.001446912;0.0017848319999999999;0.0015452159999999999;0.001282048;0.000881664;0.0007352319999999999
1785285900,hdr,0.0293;0.03906;0.04883;0.05859;0.06836;0.07813;0.08789;0.09766;0.10742;0.11719;0.12695;0.13672;0.14648;0.15625;0.16602;0.17578;0.18555;0.19531;0.20508;0.21484;0.22461;0.23438;0.24414;0.25391;0.26367;0.27344;0.2832;0.29297;0.30273;0.3125;0.32227;0.33203;0.3418;0.35156;0.36133;0.37109;0.38086;0.39063;0.40039;0.41016;0.41992;0.42969;0.43945;0.44922;0.45898;0.46875;0.47852;0.48828;0.49805;0.50781;0.51758;0.52734;0.53711;0.54688;0.55664;0.56641;0.57617;0.58594;0.5957;0.60547;0.61523;0.625;0.63477;0.64453;0.6543;0.66406;0.67383;0.68359;0.69336;0.70313;0.71289;0.72266;0.73242;0.74219;0.75195;0.76172;0.77148;0.78125;0.79102,0.0031488;0.004247552;0.0049653760000000005;0.006004736;0.017117184;0.02956288;0.041831424;0.12177919999999999;0.206649344;0.19002470400000002;0.122124288;0.255177728;0.13667123199999998;0.06817792;0.05957632;0.030104576;0.017917952;0.047719423999999996;0.034894848000000006;0.057284608;0.13549567999999998;0.170691584;0.13667328;0.19215052800000001;0.164361216;0.173681664;0.19937587199999998;0.137365504;0.06812467200000001;0.06177792;0.043521024;0.034235391999999996;0.028547072;0.02706432;0.025938944;0.039341056000000006;0.023318528;0.016929792;0.018108416;0.022724608;0.018939903999999997;0.017405952;0.015174656000000002;0.013427712;0.013779968;0.012186624;0.014116864;0.013462528;0.00808448;0.00564224;0.006684671999999999;0.009465856;0.00936448;0.007923712000000001;0.011390976;0.009217023999999999;0.005407744;0.00384;0.0045670400000000005;0.004645888;0.004698112;0.0033331199999999997;0.002265088;0.002660352;0.002973696;0.003831808;0.0040294400000000005;0.002205696;0.001961984;0.001830912;0.0019824639999999998;0.001600512;0.00153088;0.001783808;0.00110592;0.0008929280000000001;0.00134144;0.001383424;0.0016895999999999999
1785286800,hdr,0.0293;0.03906;0.04883;0.05859;0.06836;0.07813;0.08789;0.09766;0.10742;0.11719;0.12695;0.13672;0.14648;0.15625;0.16602;0.17578;0.18555;0.19531;0.20508;0.21484;0.22461;0.23438;0.24414;0.25391;0.26367;0.27344;0.2832;0.29297;0.30273;0.3125;0.32227;0.33203;0.3418;0.35156;0.36133;0.37109;0.38086;0.39063;0.40039;0.41016;0.41992;0.42969;0.43945;0.44922;0.45898;0.46875;0.47852;0.48828;0.49805;0.50781;0.51758;0.52734;0.53711;0.54688;0.55664;0.56641;0.57617;0.58594;0.5957;0.60547;0.61523;0.625;0.63477;0.64453;0.6543;0.66406;0.67383;0.68359;0.69336;0.70313;0.71289;0.72266;0.73242;0.74219;0.75195;0.76172;0.77148;0.78125;0.79102,0.0025262080000000003;0.00512;0.008465407999999999;0.003270656;0.004709376;0.026851327999999997;0.046528512;0.04778496;0.180205568;0.285169664;0.226255872;0.21237145600000001;0.153961472;0.12155904;0.072334336;0.03646464;0.031488;0.022280192;0.030411775999999998;0.04983603200000001;0.095428608;0.117531648;0.19071897599999998;0.131539968;0.12514816;0.104572928;0.12376064;0.085886976;0.049544192;0.070740992;0.060766208;0.044003328;0.031054848;0.027651072;0.029707264;0.043399168;0.035567616;0.021272576;0.009688064;0.008991744000000001;0.019807232;0.022204415999999998;0.013613056;0.006756352;0.005275648;0.006863871999999999;0.008617984;0.005773312;0.008402943999999999;0.006431744;0.00848384;0.007335936;0.0050155519999999995;0.004292608;0.0045844480000000005;0.006929408;0.005405696;0.004768768;0.0042536959999999995;0.0026398719999999997;0.002973696;0.003607552;0.003110912;0.003957759999999999;0.00246784;0.00169984;0.002195456;0.0027740160000000002;0.00188928;0.00267264;0.00183296;0.0011284479999999998;0.0016424959999999998;0.001708032;0.0011755519999999998;0.001409024;0.001298432;0.000917504;0.001074176
1785287700,hdr,0.0293;0.03906;0.04883;0.05859;0.06836;0.07813;0.08789;0.09766;0.10742;0.11719;0.12695;0.13672;0.14648;0.15625;0.16602;0.17578;0.18555;0.19531;0.20508;0.21484;0.22461;0.23438;0.24414;0.25391;0.26367;0.27344;0.2832;0.29297;0.30273;0.3125;0.32227;0.33203;0.3418;0.35156;0.36133;0.37109;0.38086;0.39063;0.40039;0.41016;0.41992;0.42969;0.43945;0.44922;0.45898;0.46875;0.47852;0.48828;0.49805;0.50781;0.51758;0.52734;0.53711;0.54688;0.55664;0.56641;0.57617;0.58594;0.5957;0.60547;0.61523;0.625;0.63477;0.64453;0.6543;0.66406;0.67383;0.68359;0.69336;0.70313;0.71289;0.72266;0.73242;0.74219;0.75195;0.76172;0.77148;0.78125;0.79102,0.001938432;0.002455552;0.005394432;0.0063232;0.013555712;0.037257216;0.042269696;0.07578316800000001;0.122553344;0.171307008;0.233634816;0.23265792;0.16429056;0.08618496;0.058176512;0.040997888;0.035226624000000005;0.053361663999999996;0.064570368;0.069338112;0.07326105599999999;0.14023577599999998;0.195586048;0.266102784;0.16584191999999998;0.11814195200000001;0.09120256000000002;0.07525580800000001;0.067849216;0.046729216;0.052934656;0.032703488;0.030998528;0.04064256000000001;0.026236928;0.018996224000000003;0.028514304;0.032829439999999994;0.021906431999999997;0.012985344;0.016826367999999998;0.022452224000000003;0.02624512;0.019461120000000002;0.008771584;0.00851456;0.009176064000000001;0.007068672000000001;0.0070492160000000005;0.009592832;0.007549952;0.00562688;0.004285440000000001;0.004465664;0.006528;0.00640512;0.005496832;0.0042014719999999995;0.00418816;0.005275648;0.004568063999999999;0.004511744000000001;0.004041728;0.0036505599999999997;0.004462592;0.002939904;0.002171904;0.002116608;0.003248128;0.00326656;0.003207168;0.0024002560000000004;0.0025118719999999996;0.0015390719999999998;0.001338368;0.00163328;0.001814528;0.001288192;0.0009984
1785288600,hdr,0.0293;0.03906;0.04883;0.05859;0.06836;0.07813;0.08789;0.09766;0.10742;0.11719;0.12695;0.13672;0.14648;0.15625;0.16602;0.17578;0.18555;0.19531;0.20508;0.21484;0.22461;0.23438;0.24414;0.25391;0.26367;0.27344;0.2832;0.29297;0.30273;0.3125;0.32227;0.33203;0.3418;0.35156;0.36133;0.37109;0.38086;0.39063;0.40039;0.41016;0.41992;0.42969;0.43945;0.44922;0.45898;0.46875;0.47852;0.48828;0.49805;0.50781;0.51758;0.52734;0.53711;0.54688;0.55664;0.56641;0.57617;0.58594;0.5957;0.60547;0.61523;0.625;0.63477;0.64453;0.6543;0.66406;0.67383;0.68359;0.69336;0.70313;0.71289;0.72266;0.73242;0.74219;0.75195;0.76172;0.77148;0.78125;0.79102,0.00292864;0.003968;0.004805632000000001;0.0032389119999999996;0.004533248;0.017143808;0.044700672;0.13691187199999996;0.244135936;0.241923072;0.267626496;0.144557056;0.13305344;0.105078784;0.061270016;0.046473216;0.04183552;0.056526848;0.048730112;0.06604902400000001;0.11418009600000001;0.181382144;0.230678528;0.199648256;0.16061952;0.144820224;0.118872064;0.068747264;0.045266944;0.06624972800000001;0.036548608;0.024645631999999997;0.034226176;0.028981248;0.022588415999999997;0.019354624;0.013159424;0.018992128;0.017585152000000003;0.013073408000000002;0.012044288;0.012768255999999999;0.018449408;0.012955647999999998;0.007182336;0.009795584000000001;0.008963072;0.008851456;0.00920576;0.007938048;0.009827328;0.009253887999999998;0.00724992;0.007416832;0.0062054400000000004;0.003913728;0.005139456;0.004914176;0.0024739840000000003;0.003770368;0.00366592;0.002441216;0.0022067199999999997;0.00185856;0.001803264;0.003065856;0.0016895999999999999;0.0014336;0.00150528;0.002115584;0.002584576;0.001989632;0.0013506560000000002;0.001152;0.001527808;0.001393664;0.001301504;0.001675264;0.0024002560000000004
1785289500,hdr,0.0293;0.03906;0.04883;0.05859;0.06836;0.07813;0.08789;0.09766;0.10742;0.11719;0.12695;0.13672;0.14648;0.15625;0.16602;0.17578;0.18555;0.19531;0.20508;0.21484;0.22461;0.23438;0.24414;0.25391;0.26367;0.27344;0.2832;0.29297;0.30273;0.3125;0.32227;0.33203;0.3418;0.35156;0.36133;0.37109;0.38086;0.39063;0.40039;0.41016;0.41992;0.42969;0.43945;0.44922;0.45898;0.46875;0.47852;0.48828;0.49805;0.50781;0.51758;0.52734;0.53711;0.54688;0.55664;0.56641;0.57617;0.58594;0.5957;0.60547;0.61523;0.625;0.63477;0.64453;0.6543;0.66406;0.67383;0.68359;0.69336;0.70313;0.71289;0.72266;0.73242;0.74219;0.75195;0.76172;0.77148;0.78125;0.79102,0.001661952;0.00464384;0.004000768;0.001523712;0.0038307840000000003;0.015680512;0.064876544;0.10230374399999999;0.11466444799999999;0.21533081599999998;0.23833804799999997;0.14361804799999997;0.14500147200000002;0.08833638399999999;0.04118016;0.035914752;0.045546496;0.047664128;0.044919808000000006;0.124322816;0.123928576;0.166303744;0.183257088;0.14237696;0.158843904;0.237379584;0.122784768;0.08671232000000001;0.054469632;0.052068352;0.05937254399999999;0.028326912;0.03313664;0.042591232;0.0436736;0.035656704;0.025027584000000002;0.018825216;0.021485568;0.019046399999999998;0.010440704;0.008207359999999999;0.010251264000000001;0.011066368;0.01453056;0.0089856;0.008558592;0.01016832;0.0058941440000000005;0.005646336;0.0045424639999999995;0.005370879999999999;0.005206016;0.002117632;0.0030289920000000003;0.004088832;0.003721216;0.004969472;0.004636672;0.0031160320000000004;0.001995776;0.003099648;0.002981888;0.00281088;0.004017152;0.0027648;0.0016988160000000001;0.001721344;0.001275904;0.0015063040000000002;0.002315264;0.002197504;0.001176576;0.0010475520000000002;0.001028096;0.001820672;0.001406976;0.0009564160000000001;0.0012113920000000002
1785290400,hdr,0.0293;0.03906;0.04883;0.05859;0.06836;0.07813;0.08789;0.09766;0.10742;0.11719;0.12695;0.13672;0.14648;0.15625;0.16602;0.17578;0.18555;0.19531;0.20508;0.21484;0.22461;0.23438;0.24414;0.25391;0.26367;0.27344;0.2832;0.29297;0.30273;0.3125;0.32227;0.33203;0.3418;0.35156;0.36133;0.37109;0.38086;0.39063;0.40039;0.41016;0.41992;0.42969;0.43945;0.44922;0.45898;0.46875;0.47852;0.48828;0.49805;0.50781;0.51758;0.52734;0.53711;0.54688;0.55664;0.56641;0.57617;0.58594;0.5957;0.60547;0.61523;0.625;0.63477;0.64453;0.6543;0.66406;0.67383;0.68359;0.69336;0.70313;0.71289;0.72266;0.73242;0.74219;0.75195;0.76172;0.77148;0.78125;0.79102,0.001251328;0.001738752;0.003798016;0.0039772159999999996;0.007668736;0.015397888;0.02880512;0.107681792;0.18064998399999999;0.24902860799999998;0.14735462400000002;0.09330073600000001;0.111151104;0.12601344;0.071555072;0.040633344;0.064126976;0.0761088;0.074435584;0.094901248;0.135832576;0.167272448;0.120194048;0.126055424;0.145577984;0.090090496;0.08307711999999999;0.06166016;0.07017881599999999;0.073170944;0.047793152;0.03252224;0.036601856;0.03185152;0.03647795200000001;0.033755136;0.027185151999999997;0.026254336;0.022233087999999998;0.020600832000000003;0.022207488;0.019044352;0.016229375999999997;0.017563648;0.0152576;0.009822208;0.006407168;0.0064768000000000004;0.005331967999999999;0.006324224;0.0064593919999999996;0.007311359999999999;0.006447104;0.004929536;0.003678208;0.00396288;0.004274175999999999;0.003574784;0.0038410239999999997;0.005055488;0.0051374079999999996;0.003313664;0.002935808;0.002970624;0.00209408;0.0021872639999999995;0.0016711679999999998;0.001650688;0.0015103999999999999;0.00178176;0.002425856;0.0022425599999999998;0.0022067199999999997;0.001770496;0.0014530559999999999;0.0014243840000000001;0.0011212799999999999;0.000900096;0.00099328
1785291300,hdr,0.0293;0.03906;0.04883;0.05859;0.06836;0.07813;0.08789;0.09766;0.10742;0.11719;0.12695;0.13672;0.14648;0.15625;0.16602;0.17578;0.18555;0.19531;0.20508;0.21484;0.22461;0.23438;0.24414;0.25391;0.26367;0.27344;0.2832;0.29297;0.30273;0.3125;0.32227;0.33203;0.3418;0.35156;0.36133;0.37109;0.38086;0.39063;0.40039;0.41016;0.41992;0.42969;0.43945;0.44922;0.45898;0.46875;0.47852;0.48828;0.49805;0.50781;0.51758;0.52734;0.53711;0.54688;0.55664;0.56641;0.57617;0.58594;0.5957;0.60547;0.61523;0.625;0.63477;0.64453;0.6543;0.66406;0.67383;0.68359;0.69336;0.70313;0.71289;0.72266;0.73242;0.74219;0.75195;0.76172;0.77148;0.78125;0.79102,0.0032204799999999995;0.005990400000000001;0.010567679999999998;0.01098752;0.013243392;0.026550272;0.0421376;0.119471104;0.14034432;0.19149312;0.19275264;0.177504256;0.113238016;0.08117247999999999;0.080980992;0.043128832;0.022974464;0.048595968;0.083674112;0.104322048;0.09048473600000001;0.154760192;0.194737152;0.23551692800000001;0.248710144;0.16016281599999999;0.07045222400000001;0.08105881599999999;0.068021248;0.056262656;0.06867968;0.050244608;0.041963520000000004;0.052062208;0.028360703999999997;0.029312;0.02760192;0.025984;0.025274368;0.024461312;0.018725888000000003;0.01966592;0.016131072;0.010138624;0.015246336;0.0113408;0.006286336;0.005637120000000001;0.006295551999999999;0.006018048000000001;0.006398976000000001;0.007035904000000001;0.0070123519999999995;0.006560768;0.004556800000000001;0.0045424639999999995;0.004023296;0.004631552;0.003349504;0.002316288;0.003401728;0.002895872;0.002777088;0.003359744;0.002228224;0.001275904;0.001308672;0.001599488;0.001599488;0.0015851519999999998;0.002034688;0.00225792;0.001641472;0.001420288;0.0012953600000000002;0.001117184;0.0013322240000000001;0.0013322240000000001;0.00093696
